,Sex,Hometown,Bio_personality,food_drink,hob_inter,smoking,refer_roommate,Cleanliess,Privacy
1662,Nam,Quang Nam,hướng ngoại full time hướng nội ko thích đi chơi nghiêm túc hiền hoà,nui xào hamburger mỳ quảng nước trà (như c2 cơm ngon còn bánh bao hơi dở,thích hát thích đọc sách nghệ thuật toán đọc sách..,"vui vẻ, sạch sẽ",lắp ráp hóng drama thích đánh cờ đọc truyện viết code,8,7
1663,Nữ,Bac Ninh,khó giao tiếp hòa đồng không thích đám đông lắm nhưng dễ hòa nhập không thích sự ồn ào thích ở một mình- lúc thích nói chuyện nhiều người,thích đồ tự nấu đùi gà mỳ quảng,"thích:
1. thiên nhiên cây cỏ
2. bóng bàn xem phim ngôn tình phim travelling đi dạo ngắm cây","Hiểu chuyện và sạch sẽ một chút, trầm tính ít nói nữa thì quá tuyệt vời",thường thức tác phẩm nghệ thuật thích đọc ngủ mình thích xem phim thích chill,7,7
1664,Nam,Tay Ninh,thích ngoại giao .... nhưng thích trải nghiệm điều mới hướng nội với người ngoài hướng ngoại part-time thích yên tĩnh,chocolate đặc biệt là chè thích uống trà sữa chè bưởi rau,mình thích xem phim đi phượt coi phim hoạt hình tiền pha chế,Freedom,... thích hát choi game,2,1
1665,Nữ,Dien Bien,nóng nảy - ưu tư em thích ở tập thể nhưng có không gian riêng. em hướng nội hướng ngoại part time hòa đồng không thích đám đông lắm nhưng dễ hòa nhập một người hướng nội náo động vùng trời :),mì xào mì trộn chè bưởi,đi chơi ngoài trời cầu long. mình thích hát,Học chung ngành và có chung sở thích,nhiều lắm . chơi được đa nghề :) thích đi phượt nằm dài nghe nhạc đi xe đạp,9,2
1666,Nam,Ha Nam,hướng trung (ambivert) lúc thích một mình,trà sữa double trân châu đồ ăn mà dai dai kiểu như bánh bột lọc hay bánh canh í. thích ăn,học toán nhảy dây đá cầu,Vui tính,xem các show giải trí thực tế ở nhà một mình,3,5
1667,Nam,Ha Giang,thích tìm hiểu là một người hướng nội thích ở một mình dễ làm quen với bạn mới nhưng thường quen người hợp tính cách mới nói nhiều.,các loại đồ ngọt như chè sprite,đi dạo ngắm cây ko toán học tập thể dục ngoài trời vệ sinh máy tính,"dễ tính, sạch sẽ, hoà đồng, vui vẻ",em thích chơi nhạc cụ ko thích gì hết thích chơi game offline nghe nhạc xem phim đi lượn đường cà phê,4,7
1668,Nữ,Bac Lieu,dễ chịu thích kết bạn thích đi dây đó là một người ít nói trung lập,mì quảng thích uống trà sữa trừ đồ đắng ra thì mình đều ăn được,thường hay quan tâm những tin tức về nó thử nhiều điều mới ngoại ngữ kpop,Biết điều,thích tranh biện,4,1
1669,Nam,Quang Ngai,hướng ngoại 65% lắng nghe ít nói với người lạ thích đi chơi cùng những người bạn thân thiết lúc hướng ngoại,thịt xào nấm mèo,đọc manga xem anime xem phim âu action nghe nhạc câu cá đá bóng,"Vui tính, biết điều",thể dục thích tiếng anh đếm tiền,9,3
1670,Nam,An Giang,bình thường 🤤 hướng nội với người ngoài mình là một người hướng ngoại hướng nội + ngoại part time nửa nội nử ngoại,bánh căn bún cá châu đốc paparoti olong,học tiếng nhật học hóa ăn đi du lịch xem phim ngôn tình,"Bất kỳ ngành nào cũng được, lịch sự, tôn trọng bạn cùng phòng ",chụp ảnh chơi cờ vua kinh quẻ hít thở không khí trong lành ở công viên thích,4,9
1671,Nữ,Ninh Binh,tình cảm hướng nội nhưng thích làm social media hướng nội tích cực trải nghiệm,. bún mắm bún cá,thường hay quan tâm những tin tức về nó thích xem phim đánh bóng bàn thích ngủ,"Vui tính, nói nhiều, gọn ràng sạch sẽ, hoạt bát",thích môn toán mình thích hát thích đá bóng mua sắm lập trình,9,7
1672,Nữ,Ben Tre,không lười thì đi có hứng thì xác xe thích ở một mình- lúc thích nói chuyện nhiều người thích giao tiếp người đang học trường fpt,chỉ thích cafe phin kẹo,đọc sách.. đông y o buổi chiều học ngoại ngứ,"Tôn trọng không gian riêng tư của người khác, sạch sẽ, chùi dọn phòng, im lặng vào ban đêm",hít thở không khí trong lành ở công viên o buổi tối ...) mua sắm toán,3,9
1673,Nữ,Dong Nai,hướng ngoại với người quen lắng nghe,bánh cuốn cái gì cũng thích ăn,uống cà phê thử nhiều điều mới học ngoại ngữ vệ sinh máy tính,"Vui tính, hoà đồng, thấu hiểu biết chia sẻ",đánh võ du lịch thể hình bị người ta lùa gà nhạc cụ,8,4
1674,Nam,Thanh Hoa,nhiệt tình,khoai tây,ios tiêu tiền.,"gọn gàng, giữ vệ sinh và có trách nhiệm ",phim,4,9
1675,Nữ,Thai Binh,hướng nội thích ở 1 mình thích ở một mình- lúc thích nói chuyện nhiều người bán hướng nội ambivert,no món nào mình thấy hợp thì đều thích ăn fanta 7up,"đi mua sắm

không thích: chạy bộ đánh võ thích chơi game offline call điện thoại chăn nuôi",Ko thích share phòng,anh văn trồng cây tụ tập với bạn bè,1,3
1676,Nam,Lao Cai,tính cách thất thường là một người nội,"nước ngọt miễn là nước ngọt có ga ức gà đồ cuốn
pepsi ăn đồ tự nấu",o buổi chiều,Lắng nghe,nghiên cứu về tài chính đánh cầu lông,4,5
1677,Nữ,Lam Dong,ghét sự cô đơn thích sạch sẽ nhưng không phải e sợ đám đông trầm tính. phần hướng nội nhiều hơn,món nào chay đều thích,bị người ta lùa gà thích môn toán thích đi karaoke,Giống tính cách càng tốt nhưng k nên là bạn thân,xem phim,7,6
1678,Nam,Hai Duong,cần cù,sprite ăn cơm gia đình tự nấu,hát chính trị bói toán,thằng bạn thích hút thuốc,thích học thích code thích đánh cờ edit,4,9
1679,Nam,Dong Nai,bạo lọan hướng nội 35% ít nói nhiều chia sẽ khó bắt chuyện với người lạ,... thật ra thì ngoại trừ rau cần xúc xích cá viên chiên mắm tỏi đặc biệt là chè,lướt mạng ko thích gì hết chơi đàn,"Người vui tính, hoà đồng, thẳng tính, hoạt bát…",đá cầu đi du lịch thích hát thường hay quan tâm những tin tức về nó,3,8
1680,Nữ,Soc Trang,là người hướng nội part time vui vẻ hoạt bát năng động nhưng hơi hướng nội thích tận hưởng không gian 1 mình,bột sò ........; nói chung là mình thích ăn rất nhiều món :3,thích ngủ ...) phim đàn đi chơi ngoài trời,"Sạch sẽ, dễ nói chuyện",stress thì mình đâm đầu vô luôn ráp pc vân vân...,4,8
1681,Nam,Kien Giang,hòa đồng là một người 2 hướng,nước ép uống trà sữa trà sữaaaaa,tiếng anh,"Sống thoáng, thoải mái, giao tiếp khéo léo không quá thô thiển, gọn gàng sạch sẽ. Rạch ròi về tiền bạc",đồ ăn ngọt đi tản bộ bơi lội. đi tập thể dục đàn,7,3
1682,Nam,Hoa Binh,bạn bè.,cũng không biết nữa 😂,đọc sách.. lưới fb đánh bóng bàn thích đá bóng,Vui vẻ,vân vân... esport,1,2
1683,Nam,Dak Lak,áp dụng công nghệ mới,mình thích uống trà sữa cơm nước ngọt blahblah moutain dew thịt phở…,đi dạo cầu long.,"sạch sẽ, hòa đồng",trí tuệ như nhau nên điều đó cũng là một sự thú bị thích đánh cờ thích xem phim,2,7
1684,Nữ,Long An,cởi mở thích đi chơi đây đó nhưng cũng hơi trầm tính khi ở với người lạ riêng tư làm quen nhiều bạn mới,khoai tây lắc,thích động vật thích học bài đi chơi ngoài trời cafe tập thể dục,"Tôn trọng không gian riêng tư của người khác, sạch sẽ, chùi dọn phòng, im lặng vào ban đêm",code học nhóm online xem các show giải trí thực tế,5,4
1685,Nam,Nghe An,không thích sự ồn ào huong noi va thich o mot minh,chocolate đồ thái,trồng cây âm nhạc,"Cầu tiến, luôn ham học hỏi, phát triển bản thân",tám chuyện,1,8
1686,Nam,Vung Tau,thích làm việc không lười thì đi có hứng thì xác xe,lẩu các loại thức ăn nhanh,nghe nhạc sở thích của mình là thay vì thoát khỏi áp lực shopping,hòa đồng dễ chịu,thích khám phá xung quanh tâm lí học thích tiếng anh online shopping vẽ...,3,1
1687,Nữ,Tien Giang,cần cù,ức gà,tâm lý học bói toán,"Hòa đồng, giỏi",cầu long.,3,9
1688,Nữ,Dong Nai,yêu thiên nhiên có quy tắc riêng,em thích các loại bún ạ bị dị ứng hải sản có vỏ trứng ốp la,gym,"hiền, lịch sự, sạch sẻ, vui tính.",ko thích bị ép buộc bóng đá thích tiếng anh đọc truyện viết code,9,9
1689,Nữ,Hai Duong,cởi mở ít nói với người lạ,ăn đồ ngọt uống nước ngọt bánh chuối chiên red bull không quá kén chọn,game online thích học bài đi cắm trại đạp xe đạp,"Hoạt bát, hoà đồng",ngôn ngữ câu cá đá bóng công nghệ,8,1
1690,Nữ,Thai Nguyen ,nhưng lại thích giao lưu =)) trầm trầm nhưng lúc cần vẫn vui hết mình nói nhiều hướng ngoại thích đi đây đó không thích ồn ào một người hoà đồng thích,món nướng hầu hết các món con người dùng được,đánh bóng bàn thích đánh cờ ios,"Vui vẻ , hòa đồng",hacking,4,9
1691,Nam,Nghe An,thích ở nhà hơn là ở ngoài,0 độ trà chanh các món ăn truyền thống hoặc món ăn đường phố việt nam,đọc truyện viết code thích khám phá xung quanh đọc truyện tranh,"Vui tính, hoà đồng, ở sạch sẽ",lướt mạng thích hút thuốc bới lội thích tranh biện,9,6
1692,Nam,Thai Binh,là người ít nói hiền hoà hướng nội - ngoại nhộn nhịp trầm tính.,sâm bổ lượng cứ đồ ăn là thích chỉ thích cafe phin món j có topping thì đều thích ỏi,thích đồ ăn nhạt,"hòa đồng, thân thiện",esport đi dạo ngắm cây thường thức tác phẩm nghệ thuật đàn guzheng,1,7
1693,Nữ,Bac Kan,mình hk thích sự gượng ép,đồ ăn nhà nấu cá viên chiên mắm tỏi,edit bóng rổ,Người ngay thẳng,mình thích ngôn ngữ stress thì mình đâm đầu vô luôn nghiên cứu về tài chính nhiếp ảnh,7,2
1694,Nữ,Nghe An,thích đi chơi cùng những người bạn thân thiết lúc này lúc kia,tôm chè bưởi mình thích ăn tất cả những gì mình thấy ngon. riêng đồ uống thì mình có niềm đam mê sâu sắc với rau má kfc,thích khám phá xung quanh thích xem phim hacking đi đây đi đó với bạn bè( một mình),"Người trung thực, thật lòng, vui tính, có chí cầu tiến ",học ngoại ngứ lướt mxh nghe nhạc xem phim đi lượn đường xem phim đặc biệt là thích nhạc của sơn tùng m-tp,1,7
1695,Nam,Tra Vinh,đôi lúc hướng ngoại,salad đi ăn với bạn,đọc sách văn học chơi vape,Vui vẻ chân thật,ở nhà một mình thần số học ... thích nhảy,8,9
1696,Nữ,Binh Thuan,ở nhà hướng nội ra đường hướng ngoại 🙄 thích đi chơi ở ngoài với bạn bè,"matcha đá xay mình thích ăn đồ ngon=))))
ăn chay hay ăn mặn gì cũng đc eatclean các loại bún",tập thể dục ngoài trời trồng cây,"Thích ăn ngoài cùng mình, Ngăn nắp",thích học bài đi tản bộ thể dục vân vân... trang trí phòng ngủ,8,6
1697,Nữ,Binh Thuan,nửa hướng ngoại hướng nội nữa mùa bán hướng nội ambivert,gà rán bò né,hội hoạ thích xem phim,"Người hài hước, năng động và thích nói thật",khám phá xung quanh văn học làm mô hình ...,5,3
1698,Nữ,Vung Tau,hướng nội ít nói người hướng ngoại dễ thích ứng thích đi các hoạt động xã hội ở nhà hướng nội ra đường hướng ngoại 🙄,fastfood nước trà thích đồ chiên,mình thích hát ko thích bị ép buộc,"vui vẻ, sạch sẽ",cầu lông,3,9
1699,Nữ,Dak Lak,là một người thiếu ngủ ambivert ít nói một người hướng ngoại với bạn bè,phô mai kéo sợi xúc xích đồ hàn bánh gạo,đọc sách nằm dài nghe nhạc vệ sinh máy tính trồng cây game mobile,"gọn gàng, trầm tính, cùng chuyên ngành/ sở thích",thích chơi game offline đọc truyện viết code trồng cây,8,5
1700,Nữ,Dong Nai,hướng ngoại ít nói thích ở một mình mình là một người thích vẽ năng động,cà phê các loại bún thích ăn vặt bánh ngọt chill tắc,chạy xe đi chơi cùng bạn bè người thân android,"Vui tính, dễ nói chuyện, tiền bạc rõ ràng, biết làm việc nhà, chia việc nhà thì phải lm, gọn gàng, dùng đồ của ng khác thì phải biết mượn",linux,9,5
1701,Nam,Nam Dinh ,tích cực,gà hấp nước mắm,holywood đông y,"Bạn cùng phòng phải là người hiểu chuyện, lịch sự, sạch sẽ và chịu đi chơi với tôi",đi chơi thích đi karaoke thích học ngôn ngữ anh game,4,3
1702,Nữ,Tra Vinh,cởi mở lowkey thích ở một mình nhưng vẫn hoà đồng giao tiếp tốt với mọi người hướng nội khi không có ai,bánh xèo bún chả bánh chuối chiên gà hấp nước mắm các món nướng,ngắm bầu trời,"Bất kỳ ngành nào cũng được, lịch sự, tôn trọng bạn cùng phòng ",âm nhạc thích đọc trồng cây,1,4
1703,Nam,Hau Giang ,logic ....,ăn đồ cay mình thích ăn bánh tráng cuốn thích ăn vặt,lướt mạng,"vui vẻ, hòa đồng",thích học thích code .. đồ ăn ngọt anh văn,7,9
1704,Nam,Thai Nguyen ,thích ở một mình- lúc thích nói chuyện nhiều người người hướng nội cởi mở,bún thịt nướng nước trà cà phê sữa... bimbim,nói chuyện cùng bạn bè học hóa đọc sách.. thích video game,hiền lành ,esport ios bóng đá chạy xe,1,1
1705,Nữ,Dak Lak,hướng nội thích ở một mình nhưng vẫn hoà đồng giao tiếp tốt với mọi người,thích ăn mì cay đồ ăn hàn quốc cá hồi cơm ngon còn bánh bao hơi dở hủ tiếu ….,online shopping đọc truyện tranh,Người ít nói,vận động thể lực (nhẹ) đi dạo tám chuyện ráp pc chính trị,4,2
1706,Nam,Hoa Binh,là người hướng nội part time sáng nắng chiều mưa,bánh tráng trộn beer nước dừa món j có topping thì đều thích c2,coi phim hoạt hình kĩ thuật thần số học,vui tính hòa đồng,coi phim,9,6
1707,Nữ,Ben Tre,trầm tính. là một người 2 hướng đúng ik chang mô tả mẫu :))),bò nướng đồ ăn mà dai dai kiểu như bánh bột lọc hay bánh canh í. canh trứng cà chua coca cola mình thích ăn các loại đồ ngọt,nhảy thích chơi game thích chơi bóng rổ,"sạch sẽ, gọn gàng, có trách nhiệm",thích nhảy android cầu lông tâm lý học câu cá đá bóng,7,6
1708,Nam,Lao Cai,xàm,đùi gà bún đậu trà salad,thích hút thuốc vi vu dạo phố học hỏi coi anime chơi vape,"Sạch sẽ, thoải mái",holywood gym,5,1
1709,Nam,Soc Trang,hướng nội trầm tính mình là một người thích vẽ năng động,mình thích trà bí đao ngô gia cá viên chiên mắm tỏi thịt xào nấm mèo,tháo ăn uống đi chơi cùng bạn bè người thân,khong co ,coi phim anime bói toán tỉ tê những câu chuyện đời thường sâu sắc với mọi người xung quanh. âm nhạc,3,2
1710,Nam,Tra Vinh,khá hòa đồng dễ bắt chuyện thích giao lưu hướng trung (ambivert) lúc thích một mình,chỉ cần không cay là được,thích vẽ đi tập thể dục travelling bóng đá vẽ...,"Sạch sẽ, dễ nói chuyện",bơi nhiếp ảnh đồ ăn ngọt,7,7
1711,Nữ,Soc Trang,hướng lung tung hay giận vu vơ,"mình thích ăn bánh tráng cuốn ít mỡ phở); thức uống: nước có ga mình thích ăn đồ ngon=))))
ăn chay hay ăn mặn gì cũng đc",chạy xe,"Người hòa đồng, dễ tính, vui vẻ",cờ vua được ăn viết lách,5,1
1712,Nam,Ben Tre,hướng ngoại tùy hoàn cảnh ; không thích nơi quá ồn ào ; không thích người nói nhiều ; không thích nói đùa ; nhớ dai nhưng cũng dễ bỏ qua ; không thích chia sẻ tâm sự ; không thích bị quản lý ; hơi vô tâm ; dễ xúc động ; cái tôi cao ; có tham vọng ; hoàn toàn tự hào khi làm tốt 1 công việc được giao thích ngoại giao thích có ko gian riêng tư 1 mình hướng ngoại part-time,trứng cheese fries mặn ăn được uống được beer,mua sắm thích ngủ,"Vui tính, hoà đồng",vi vu dạo phố thích chơi game offline,1,3
1713,Nữ,Yen Bai,thích vui nhưng hướng nội với người lạ,"mì xào 1. tofu
2. bánh mì ( thích mọi loại bánh mì)
3. nước ép trà dâu ăn cơm mẹ nấu đồ ăn vặt hoặc đồ hàn",mình thích ngôn ngữ bới lội bóng bàn thích,"Tôn trọng không gian riêng tư của người khác, sạch sẽ, chùi dọn phòng, im lặng vào ban đêm",vẽ nghệ thuật thích nhảy holywood đi xe đạp,6,7
1714,Nam,Bac Ninh,ko thích đi chơi quan tâm người khác tốt bụng là một người thiếu ngủ,cơm chiên bánh bông lan dâu không rõ,vệ sinh máy tính học công nghệ xem mv ca nhạc xem phim nghe nhạc,Hoà hợp,coding đi du lịch hát học ngoại ngứ,9,8
1715,Nữ,Ben Tre,ít nói dễ tính đúng ik chang mô tả mẫu :))) mình là một người hướng nội,đồ ăn vặt hoặc đồ hàn,thích đi chơi với bạn bè thích khoa học mình thích ngôn ngữ,"hài hước, hòa đồng",code ko thích gì hết xem phim nghe nhạc,6,8
1716,Nam,Lam Dong,một người hướng nội nhưng cũng thích xã giao với mọi người vui nhộn,thích ăn cá thác lác chiên ...; các loại thức ăn truyền thống của miền nam như bánh xèo nước ngọt có ga bánh tráng các loại,kiếm tiền,"Đừng quá bừa bộn, nhiều chuyện",thích đi chơi với bạn bè văn học,9,1
1717,Nam,Thai Nguyen ,hướng ngoại ít nói thích ở một mình đôi khi hướng ngoại thích sống ở trọ có quy tắc riêng,mỳ trộn cơm nhà đồ ăn chay,edit xem tin tức công nghệ đi dạo travelling bơi lội,"Vui tính, hòa đồng, chia sẽ",nhiếp ảnh học tiếng anh thích ngủ,8,9
1718,Nam,Ha Nam,sạch sẽ,nước ép bánh plan các loại bánh ngọt trà sữa double trân châu,bóng bàn thường hay quan tâm những tin tức về nó chăn nuôi,"Hòa đồng , dễ nói chuyện ",học tiếng nhật,7,6
1719,Nữ,Soc Trang,hướng nội ít nói thik ở một mình thiên về cảm xúc nhiều hơn lí trí .... nhưng thích trải nghiệm điều mới,đậu hũ cà chua.,ngủ coi phim ăn cờ vua,hòa đồng,tò mò về cách vận hành của xã hội tiêu tiền. chạy xe,3,1
1720,Nữ,Ha Giang,tốt bụng,cà phê sữa... trà sữa double trân châu hầu hết các món con người dùng được táo,thích đá banh,"Gọn gàng, sạch sẽ.",coi phim anime nghệ thuật ko thích gì hết,7,2
1721,Nam,Tra Vinh,thích vui chơi lạc quan năng động ít nói với người lạ nói nhiều với người quen thích làm việc,bánh khọt,chơi cờ vua badminton thế giới,"Hoà đồng, thấu hiểu, có cùng sở thích là một điểm cộng",khoa học,2,9
1722,Nữ,Cao Bang,hay ngại mình là dễ gần một người vui vẻ vui nhộn,hủ tiếu xào,xem tin tức công nghệ mình thích ngôn ngữ trồng cây thích ngủ,"Hoà đồng, cùng chuyên ngành càng tốt nhưng khác cũng không sao, vui tính, đơn giản",thích chơi game em thích chơi nhạc cụ kiếm tiền o buổi tối đi chơi,4,4
1723,Nữ,Thai Nguyen ,là một người khá là trầm tư là một người khiêm nhường thích ờ chỗ không đông người nghiêm túc,thịt kho tàu cơm chiên các loại,câu cá đá bóng nấu ăn lập trình,"Vui vẻ, hoà đồng, có tính tự giác, sạch sẽ, gọn gàng ",decor phòng vận động thể lực (nhẹ) đi tản bộ chạy xe đi chơi,7,7
1724,Nữ,Gia Lai,nhưng không phải e sợ đám đông có quy tắc riêng riêng tư một người hướng nội,trà đào mình thích uống trà sữa mì cay trà sữa,thích nhảy hát diy..,có trách nhiệm,chạy xe badminton,2,6
1725,Nam,Lao Cai,thích sống ở trọ thích đi ra quán cafe để học bài hướng nội trầm tính là một người 2 hướng,hải sản,truyện coi phim anime đi đây đi đó với bạn bè( một mình) lướt mxh,"Tâm lý, tinh tế, hiểu chuyện.",vân vân... ngắm cảnh,9,1
1726,Nữ,Lam Dong,là một người khiêm nhường sáng nắng chiều mưa mình là ng dễ giao tiếp,pepsi chanh muối snack thích đồ chiên nước ngọt miễn là nước ngọt có ga,travelling chạy bộ chơi yasua,"Sạch sẽ, hoà đồng, hiểu biết",vân vân... mac os,3,9
1727,Nam,Bac Giang,ambivert dễ hòa nhập ngăn nắp dù hay bày bừa (xong rồi dọn ngay) thích ở nhà hơn là ở ngoài,olong thịt nướng ít mỡ salad,trò chơi điện tử học tiếng nhật thích đánh cờ thử nhiều điều mới đi du lịch,"Biết chia sẻ, thông cảm và lắng nghe",thích hút thuốc,5,4
1728,Nữ,Nghe An,hướng ngoại thích giao tiếp vui vẻ hoà đồng hoà đồng nhưng cũng thích ở một mình là người 50% hướng ngoài,đồ gì có vị cay thức ăn gì ngon đều yêu thích cháo lòng mì quảng ...; các loại thức ăn truyền thống của miền nam như bánh xèo,mình rất thích nghệ thuật đàn guzheng coi phim hoạt hình thể hình,người sòng phẳng và thẳng thắn,thích đọc quay tik tok thích hút thuốc đi dạo thích đá bóng,8,8
1729,Nữ,Khanh Hoa,mình khá ít nói cũng như là hướng nội ngăn nắp dù hay bày bừa (xong rồi dọn ngay) hướng ngoại với người quen mê chơi đá gà,trừ đồ quá ngọt quá mặn thì cái gì cũng có thể ăn,o buổi chiều,Vui tính,học nhóm online đạp xe đạp,5,8
1730,Nam,Tra Vinh,hướng nội với người ngoài đôi khi hướng nội vui vẻ hoạt bát năng động nhưng hơi hướng nội vui tính sáng nắng chiều mưa,nướng xôi mặn,nói chuyện cùng bạn bè công nghệ bóng rổ bói tử vi ios,"cùng sở thích, hòa đồng, vui tính",thích khám phá xung quanh ráp pc bới lội stress thì mình đâm đầu vô luôn,4,3
1731,Nam,Ha Tinh,yên tĩnh nghiêng về hướng ngoại xàm,chè bưởi sprite mỳ quảng mì udon,đọc manga xem anime xem phim âu action nghe nhạc bóng bàn nhiều lắm . chơi được đa nghề :),vui vẻ hoà đồn thân thiện tôn trọng lẫn nhau ,chơi nhạc vân vân...,6,1
1732,Nam,Dak Nong,tham công tiếc việc không lười thì đi có hứng thì xác xe,lẩu thái vị đậm đà😋,thích khám phá xung quanh game xem mv ca nhạc trang trí phòng ngủ đi xe đạp,Giàu,tập trung nghiên cứu một vấn đề nào đó tìm hiểu về văn hóa các nơi mua sắm vận động thể lực (nhẹ) đánh võ,1,2
1733,Nam,Thai Nguyen ,hướng nội thích ở một mình nhưng vẫn hoà đồng giao tiếp tốt với mọi người,cơm tấm long xuyên món ăn health,đạp xe đạp tâm lí học coi phim anime ăn uống,"ngành kỹ thuật, hòa đồng",nghe nhạc pokemon đọc truyện tập trung nghiên cứu một vấn đề nào đó,9,6
1734,Nữ,Thai Binh,ít bạn sợ xã hội,nước rau má mặn,android nói chuyện cùng bạn bè đi dạo môn nào vui thì môn đó chơi. ví dụ: đá bóng dù trên game hay ngoài đời đều có sự kịch tính,"Vì mình khá kỹ tính nên mong tìm đc người bạn cùng phòng gọn gàng, OCD càng tốt. Không quá tính toán hơn thua, tính khôn lỏi",trí tuệ như nhau nên điều đó cũng là một sự thú bị học nhóm online thích chơi với chó mèo đi cắm trại tìm hiểu những kiến thức đa ngành,7,2
1735,Nữ,Gia Lai,cầu toàn hay ngại thoải mái là một người 2 hướng,xôi,chơi đàn thích thích đi chơi với bạn bè,Học chung ngành và có chung sở thích,đi đây đi đó với bạn bè( một mình) chụp ảnh tâm lí học edit,6,3
1736,Nữ,Dong Nai,hướng ngoại nhung thích ở một mình ít nói với người lạ thích giáo tiếp với nhiều người ngại bộc lộ tâm tư tình cảm cá nhân với người khác. hướng ngoại thích chia sẻ tuy nhiên hơi khó ngủ,cũm được o mỗi buổi sáng mỳ quảng,đọc sách..,Freedom,... đi du lịch nhạc cụ tìm hiểu những kiến thức đa ngành thích đánh cờ,2,5
1737,Nữ,Phu Tho,là người hướng nội,cà phê sữa mình thích ăn các loại đồ ngọt cheese fries dừa dầm........,chính trị thần số học học nhóm online cầu long.,Hòa đồng,tin học thích nghe nhạc lập trình đi chơi thích chơi cầu lông,3,2
1738,Nam,Quang Tri,là người ít nói,cũm được,thích đánh cờ code xem các show giải trí thực tế,"Một người hiểu biết rộng , biết cách giúp đỡ trong những hoàn cảnh éo le( không nhất thiết cùng quê )",vệ sinh máy tính đọc sách.. bóng đá đi ăn,6,9
1739,Nữ,Vung Tau,nhưng hướng nội với người lạ hướng nội .... nhưng thích trải nghiệm điều mới thích suy diễn mọi chuyện trên đời vui tính,cơm trộn,bị người ta lùa gà,Gia han,... vẽ thích ngồi lướt mạng xh cả ngày tiếng anh đi du lịch,3,5
1740,Nữ,Quang Ngai,là người thích ở một mình hướng ngoại. hướng ngoại part time,thích ăn cay trà chanh trân châu mỳ xào,travelling đọc truyện viết code tắm (2l/ngày),"Vui tính, hoà đồng, sạch sẽ, chăm chỉ",code,3,2
1741,Nữ,Hai Duong,hoà đồng với mọi người thích đám đông,các món nướng bánh xèo trà đào…,"thích:
1. thiên nhiên cây cỏ
2. bóng bàn mình thích hát",Biết nghĩ,hích võ taekwondo call điện thoại,8,5
1742,Nam,Hau Giang ,thiên về cảm xúc nhiều hơn lí trí ở một mình hướng trung,đồ ăn vặt hoặc đồ hàn sushi hơi kén ăn 1 chút spaghetti bánh bột lọc,nấu ăn thể hình nói chuyện cùng bạn bè,"Hoà đồng, hoạt bát, thân thiện",học ngoại ngữ travelling tin khoa học,2,7
1743,Nam,Dong Thap,thích tham gia các hoạt động xã hội ít nói hướng nội hướng ngoại nhưng có xu hướng thích ở một mình (hoặc thêm người nhưng được yên tĩnh) hướng nội khi không có ai,đặc biệt là mì cay gà phô mai bông lan trứng muối mì các loại,thích đọc truyện,"Hoà đồng, tôn trọng không gian riêng tư ",đọc truyện vẽ tranh,5,1
1744,Nam,Yen Bai,ít bạn,nước ngọt miễn là nước ngọt có ga khoai tây lắc thích ăn vặt,coi phim hoạt hình uống cà phê,"Vui tính, chăm chỉ",o buổi tối dark fantasy manga ios lắp ráp uống cà phê,1,4
1745,Nữ,Dak Nong,nội tâm yên tĩnh tôi là một người ít nói hướng nội nhưng thích làm social media,đồ ăn chay bún chả nướng thức ăn chill uống caffee,dân chơi hệ điều hành (windows thích đi du lịch thể thao,"người có ý thức, trách nhiệm, hoạt bát và quan tâm mọi người",thích chơi với chó mèo,1,9
1746,Nữ,Bac Lieu,năng động khó giao tiếp ít bạn ngại bộc lộ tâm tư tình cảm cá nhân với người khác. một người hoà đồng thích,"mình thích ăn đồ ngon=))))
ăn chay hay ăn mặn gì cũng đc mỳ quảng cũm được",học ngoại ngữ,"Ít nói, không nhiều chuyện",tấu hài ráp pc,2,1
1747,Nam,Hung Yen,hoà đồng thích gọn gàng hướng nội thích không gian yên tĩnh nói rất nhiều,bị dị ứng hải sản có vỏ bún rêu đi ăn với bạn cơm tấm sườn bì chả stings,pha chế đi chơi ngoài trời,"Hoà đồng, vui tính",đá cầu ngôn ngữ được ăn ngủ:)),8,8
1748,Nữ,Ninh Binh,mình là một người khá rụt rè khi ở một mình.,mỳ cay thích ăn mì cay nước ép,vân vân... âm nhạc ( nghe nhạc) thích đọc truyện dân chơi hệ điều hành (windows coi anime,"Hòa đồng, thẳng thắn, không nói xấu sau lưng, tốt bụng",trang trí phòng ngủ ,9,6
1749,Nam,Tien Giang,khác trầm ưa mạo hiểm không thích nơi đông người độc lập là 1 người ít nói hướng nội,nước ép,xem phim nghe nhạc call điện thoại đi coi phim anh văn bói tử vi,"Người vui tính, có thể nói nhiều một chút, ở sạch, ăn xong nhớ dọn, tôn trọng riêng tư, nếu cùng ngành thì tốt, không cùng cũng không sao",chơi hame học hóa,6,8
1750,Nữ,Cao Bang,thích sự an toàn dù chạy xe ẩu (ý là cái gì cần phải xảy ra thì phải đảm bảo nó được xảy ra thích ngoại giao,hoành thánh đồ nướng thích caffee cà phê sữa...,hít thở không khí trong lành ở công viên đi đây đi đó với bạn bè( một mình),"sạch sẽ, thoải mái, giỏi, hòa đồng",thích đi karaoke decor phòng thường thức tác phẩm nghệ thuật học badminton,4,5
