,Sex,Hometown,Bio_personality,food_drink,hob_inter,smoking,refer_roommate,Cleanliess,Privacy
6849,Nam,Ha Giang,hướng ngoại. hướng ngoại part time thoải mái khi gia nhập thích 1 mình thích kết bạn,trái cây ỏi,học nhóm online,không,gọn ràng sạch sẽ cùng tần số với mình :)))). thật thà thấu hiểu công bằng,8,9
2329,Nữ,Vinh Phuc,hướng ngoại thân thiện vui vẻ ngăn nắp dù hay bày bừa (xong rồi dọn ngay) huong noi tôi là một người ít nói hoà đồng với mọi người,không độ) sữa chua mít trà đá,chơi cờ vua đánh bóng bàn thích hút thuốc o buổi tối,không,trầm tính ít nói nữa thì quá tuyệt vời ít nói thân thiện quan tâm bạn bè mong muốn có một người thích đánh cờ,7,9
1287,Nam,Binh Phuoc,người hướng nội,eatclean lẩu bò ...,coi anime đông y dark fantasy manga chơi bóng rổ,Có,thoải mái là ổn ý kiến của mình lên bạn cùng phòng không đòi mói năng động,8,9
2749,Nam,Vung Tau,có thể mời người ta đi ăn nếu vui hoà đồng o tập thể đam mê học tập e là một người khá tự ti,"đồ cuốn
pepsi",xem phim,Có,trách nhiệm không vô duyên,7,10
3136,Nữ,Hoa Binh,thoải mái có lúc hướng nội,pizza đồ gì có vị cay cơm cháy kho quẹt,tiền,không,hòa đồng xinh đẹp hoà đồng thẳng thắn vì mình khá kỹ tính nên mong tìm đc người bạn cùng phòng gọn gàng,9,9
1684,Nam,Ca Mau,ở giữa hướng nội không phải hướng nội nhưng không thích chỗ đông người thích thử thách,thích ăn cá thác lác chiên thức ăn chill,thiết kế kinh quẻ,không,nhiều chuyện ở sách không bừa bộn hoạt bạt tôn trọng không gian chung,8,9
1598,Nam,Binh Phuoc,"mình là ambivert
có tính cách khá là khùng khùng điên điên nhưng cũng hay nhiều tâm sự hiền hoà",cơm cháy kho quẹt bánh tráng trộn nui xào,bơi lội thích nghe nhạc,không,đừng quá bừa bộn yên tĩnh,9,7
9889,Nữ,Nam Dinh ,í nói hướng nội,lẩu gà bia không có cụ thể thích 1 món ăn hay đồ uống nào nước ngọt gà,thích đi du lịch kinh quẻ kiếm tiền,không,người vui tính hòa hướng nội,7,10
3808,Nam,Binh Duong,nghiêng về hướng ngoại thích giao lưu với mọi nguời thích đi chơi đây đó nhưng cũng hơi trầm tính khi ở với người lạ tôi là một người ít nói thích tận hưởng không gian 1 mình,thích đồ chay gà,coi phim hoạt hình,không,chung sở thích áp đặt sở thích người kiên định không ba phải hùa theo đám đồng học chung ngành,5,10
668,Nam,Vung Tau,bạo lọan o tập thể,không rõ . bánh cam sữa của các hạt đậu,game online,không,dễ tính,9,9
8471,Nữ,Hoa Binh,cầu toàn,o mỗi buổi sáng mì xào mì trộn bánh mì thịt xá xíu,nấu ăn khám phá xung quanh đọc truyện viết code,không,siêng,8,5
6066,Nam,Thanh Hoa,là người là 1 ng ít nói hướng nội cà thích ở 1 mình hoà đồng hướng nội ít nói nhưng hoà đồng thân thiện,phô mai kéo sợi xúc xích đồ hàn đồ ăn nhà nấu dừa dầm........,nói chuyện cùng bạn bè,không,tôn trọng không gian riêng tư hòa đồng,7,6
1974,Nam,Tien Giang,mình là một người hướng ngoại hay ngại không lười thì đi có hứng thì xác xe độc lập,cá hồi ham bơ gơ gà hấp nước mắm,trồng cây thích xem phim pha chế đi đây đi đó với bạn bè( một mình),không,rõ ràng người sòng phẳng có thể đấu tranh với sự vô tâm ít nói của mình sòng phẳng cởi mở,5,10
8769,Nữ,Bac Lieu,thích mọi thứ có trật tự nói nhiều thích 1 mình là người thích ở một mình thích ở 1 mình,phở); thức uống: nước có ga em thích các loại bún ạ,chơi thể thao mua sắm thích coi phim đánh võ kiếm tiền,không,o câu chuyện hay tình huống. là người có thể đưa ra lời khuyên nhưng không quá lố không có,7,8
6126,Nữ,Thanh Hoa,mình là một người hướng nội trầm tính. nhưng ít nói có thể đi ăn ngoài nếu được mời,bánh ngọt thịt kho tàu bò nea bò nướng,coi phim hoạt hình học tiếng anh thích học thích code ca hát trống,không,biết làm việc nhà giống mẹ thì càng tốt có chung sở thích không tệ nạn,10,9
3725,Nữ,Thanh Hoa,độc lập thích kết bạn mình không hẳn ít nói nhưng cũng ngại nói chuyện với người khác,cháo lòng các loại mì đồ ăn nhanh bánh canh,vẽ tranh tháo,không,biết đều dễ tính không soi mói,9,8
9425,Nữ,Bac Lieu,vui vẻ... ít nói với người lạ nói nhiều thích đám đông,nước cam,nằm dài nghe nhạc đọc sách..,không,chia sẽ năng động giống mình giữ vệ sinh tử tế,8,9
5373,Nữ,Quang Ngai,nghiêng về hướng ngoại người hướng ngoại hương ngoại nhưng khó kết bạn với hơi trầm,bánh ngọt chill nước c2 chanh ăn cơm gia đình tự nấu,chơi đàn piano …. đồ ăn ngọt tỉ tê những câu chuyện đời thường sâu sắc với mọi người xung quanh.,không,công bằng có giúp đỡ tôn trọng quyền riêng tư của mọi người biết chia sẻ không ồn ào,6,10
8085,Nữ,Vinh Phuc,thích tự lập cầu toàn ưa mạo hiểm trung lập,cơm đậu hũ dồn thịt xốt cà bún cá,vẽ âm nhạc vẽ... bóng bàn thích coi phim,Có,freedom ăn ở sạch sẽ,8,10
9681,Nữ,Bac Lieu,đôi lúc hướng ngoại đôi lúc hướng nội,có ăn là được trà sữaaaaa bánh ướt cơm chiên các loại,thích chơi bóng rổ học công nghệ lập trình,không,đừng nói quá nhiều dễ tính hoà đồng.,9,8
3928,Nữ,Bac Lieu,hiểu biết. hương ngoại nhưng khó kết bạn với hơi trầm nóng nảy - ưu tư,ăn đồ ngọt uống nước ngọt đồ ăn vặt hoặc đồ hàn,ko tiếng anh chính trị ở nhà một mình,không,tích cực với cuộc sống,7,8
9600,Nữ,Thanh Hoa,hướng ngoại vui vẻ hòa đồng thích tìm hiểu những điều bí ẩn nhưng ít nói,bánh tép lẩu các loại đồ ngọt như chè cút lộn rang me,thích đá bóng dọn dẹp đi chơi cùng bạn bè người thân decor phòng,không,giàu có mọi thứ rõ ràng ít nói thân thiện thích 1 mình thấu hiểu,10,8
4018,Nữ,Dong Thap,khó giao tiếp ....,nước cam trừ những món liên quan tới cá ; các dòng nước ngọt đều thích bánh mì,nói chuyện cùng bạn bè các hoạt động xã hội đàn,không,không có,10,9
8322,Nam,Soc Trang,trung lập cống hiến hết mình,gà phô mai cafe nước trà (như c2,ngủ edit xem tin tức công nghệ,Có,người hoà đồng vui tính náo nhiệt thích đi chơi áp đặt sở thích người nào cũng được nhưng biết giữ không gian riêng tư cho đối phương chủ động,10,8
9036,Nữ,Phu Tho,cũng hơi hướng ngoại,chỉ cần không cay là được các món nhật,thik chạy bộ coi phim hoạt hình học ngoại ngứ,không,thích các hoạt động nhóm không tính toán với bạn cùng phòng khác. người vui tính,10,8
7899,Nữ,Dong Thap,tìm người người làm đồ án tốt nghiệp chung. hướng nội hòa đồnh hiếm khi thấy vui hiền hoà,ăn đồ ăn nhanh mỳ trộn các món gỏi hamburger,xem phim hàn phim hành động,không,đừng quá ồn ào,8,7
4577,Nam,An Giang,huong noi đôi lúc hướng ngoại,mì cay bánh cam beer thích ăn mì cay trái cây,hát trò chơi điện tử thích chơi game offline,không,ocd càng tốt. không quá tính toán hơn thua,10,10
3587,Nam,Ha Tinh,trầm tính tự do cần cù em thích ở tập thể nhưng có không gian riêng. em hướng nội hướng ngoại part time,mình rất thích ăn đồ ăn cay đồ gì có vị cay hải sản nước,thích chơi với chó mèo dark fantasy manga ios đá cầu,không,có đạo đức hài hước trách nhiệm người có tính hòa đồng ồn ào đúng lúc đúng chỗ,8,9
6306,Nữ,Thanh Hoa,thích nơi đông người có lòng tự trọng thích coi phim,mì quảng sữa chua mít,chơi game ...) trí tuệ như nhau nên điều đó cũng là một sự thú bị thích chill thích khoa học,không,tĩnh lặng thích ăn ngoài cùng mình,10,7
260,Nữ,Ha Giang,lúc nói nhiều lúc nói ít một người nửa hướng nội bạo lọan e là một người khá tự ti hay ngại,hầu hết các món con người dùng được,thích động vật,không,có tri thức về y khoa cùng các lĩnh vực xã hội khác,9,3
3924,Nam,Thanh Hoa,là một người ít nói hướng nội nhưng cũng có thẻ hướng ngoại parttime thích coi phim,mình thích ăn bánh tráng cuốn pizaa ... coffee chill bánh kẹp thịt bò với sữa,chơi cờ vua dọn dẹp tâm lí học thích chơi suốt ngày,Có,người hướng ngoại năng động vui tính thân thiện,7,9
3932,Nữ,Gia Lai,có xu hướng ambivert hòa đồnh dễ thương,khoai lang lắc nem nướng buger,thích chơi game thik chạy bộ xem các show giải trí thực tế,không,có kỷ luật,8,8
4539,Nữ,Bac Ninh,khó bắt chuyện với người lạ hướng trung (ambivert) lúc thích một mình,sâm bổ lượng trà chanh cơm trộn bánh mì,linux thích đọc truyện,Có,tự cho mình là đúng. o cuộc sống của nhau. không phán xét có ý thức là được đồng cảm không dùng đồ mà chưa xin phép,9,4
5464,Nam,Dak Nong,giống ví dụ nhộn nhịp hướng ngoại tùy hoàn cảnh ; không thích nơi quá ồn ào ; không thích người nói nhiều ; không thích nói đùa ; nhớ dai nhưng cũng dễ bỏ qua ; không thích chia sẻ tâm sự ; không thích bị quản lý ; hơi vô tâm ; dễ xúc động ; cái tôi cao ; có tham vọng ; hoàn toàn tự hào khi làm tốt 1 công việc được giao,cơm tấm long xuyên nước ép trái cây lẩu bánh tàu hủ. các món nướng như cơm sườn,công nghệ chơi hame mình thích xem phim nhảy dây xem phim đặc biệt là thích nhạc của sơn tùng m-tp,không,cái tôi lớn) chung gu giải trí cùng sở thích,8,4
4153,Nam,Hai Duong,hơi hướng nội ít nói nhưng thích đám đông,thích ăn,học tiếng anh thường hay quan tâm những tin tức về nó quay tik tok,không,là một người biết cách bắt đầu câu chuyện tại vì mình ít nói thân thiện thích nói thật người hài hước,10,10
2295,Nữ,Binh Phuoc,vui tính tôi là một người hoạt bát,ăn cơm ăn vặt các món nhật đi ăn với bạn espresso,mua sắm,không,không câu nệ tiểu tiết người hài hước hoà đồng hoạt bát sạch sẽ,10,7
8841,Nam,Ca Mau,hướng ngoài. vui vẻ ích nói rụt rè nghiêm túc,nước ép.,thích nhảy phá máy tính,không,không ích kỷ,7,7
2451,Nam,Binh Phuoc,hiểu biết. nhưng không hẳn hướng nội :)),trà ô long các loại bún coca-cola thích đồ chay,code xem tin tức công nghệ thích chơi game,không,ăn mặc ổn sạch gọn,10,7
723,Nam,Quang Tri,dễ thích nghi,bánh tép bánh cuốn bánh ngọt chill thì cái gì mình cũng ghiền nhưng điều kiện là phải nấu ngon thích uống trà sữa,nghệ thuật nhảy dây hát,không,"biết cư xử
nói ít thôi
ở sạch sẽ
chia việc nhà
có thể tin tưởng được (tiền bạc)
ngủ đừng ngáy
trình độ xấp xỉ như mình chứ đừng zốt quá nó ô dề lắm :b",7,10
4178,Nam,Thai Binh,dễ tiếp xúc không thích sự ồn ào,bún thịt nướng,coi phim uống cà phê đọc sách.. o buổi tối ngủ coi phim ăn,không,thấu hiểu hào phóng sạch sẽ đặc biệt là tam quan đúng đắn,7,9
2285,Nữ,Binh Dinh,không thích sự ồn ào hướng nội khi không có ai hướng ngoại 65% ít nói nhưng thích đám đông,"cà phê đồ ăn healthy redbull
không thích cafe gói",xem phim hàn .. đi cắm trại học tiếng nhật thể thao,không,quan tâm bạn bè không vô duyên giàu gọn ràng sạch sẽ,10,7
266,Nữ,Hoa Binh,hướng trung (ambivert) lúc thích một mình là một ambivert ghét phiền phức hơi ngại giao tiếp nhưng sẵn sàng học hỏi,nước thảo mộc thịt sườn,đi chơi cùng bạn bè người thân,Có,thấu hiểu biết chia sẻ,8,7
2700,Nam,An Giang,sạch sẽ thích một mình tích cực ồn ào bình thường 🤤,cũng không biết nữa 😂 canh trứng cà chua,chiêm tinh học thích chơi với chó mèo android,không,có chí cầu tiến thẳng tính hiểu quy tắc cộng đồng - nghĩa là không thể thoải mái sống bừa bãi lôi thôi như một mình.,10,9
2262,Nữ,Thanh Hoa,hướng ngoại khi cần thiết hoà đồng,bánh mì kẹp các loại pizza,đàn guzheng tấu hài,không,chịu khó dọn dẹp,10,10
1070,Nữ,Khanh Hoa,đôi khi hướng nội,thích đồ chiên cái gì cũng thích ăn,"đi mua sắm

không thích: chạy bộ đạp xe đạp thích chơi bóng rổ trang trí phòng ngủ online shopping",không,o cuộc sống của nhau. không phán xét vui tính.,8,9
8219,Nữ,Ha Nam,một người hướng ngoại làm biếng hướng nội trầm tính thích vui chơi áp dụng công nghệ mới hướng nội thích ở một mình,tôm ít đường các loại thịt nướng buger xoài chua chấm muối ớt chua lè,vẽ đạp xe câu cá đá bóng âm nhạc,không,phát triển bản thân chăm chỉ,8,8
5244,Nữ,Kon Tum,nói khi cần thiết ko thích đi chơi nhưng ít nói lúc nói nhiều lúc nói ít hay dài dòng,ăn được đồ nặng mùi nước ngọt có ga,nhảy chơi thể thao coding đọc truyện viết code esport,không,mong muốn được ở cùng phòng với một người có sở thích vẽ trưởng thành sạch! gọn gàng!!!! phát triển bản thân thích công nghệ,8,8
9913,Nữ,Binh Thuan,cũng hơi hướng ngoại vui tính ít nói hướng nội,thích ăn trứng vịt lộn uống caffee pizaa ... các loại thức ăn nhanh,... xem anime,không,giữ vệ sinh biết tôn trọng không gian riêng dễ tính... ăn nhiều trưởng thành,7,8
8819,Nữ,Thanh Hoa,ồn ào náo động vùng trời :) huong noi,ức gà nước thảo mộc,chiêm tinh tập thể dục ngoài trời,không,"thẳng tính bạn cùng phòng phải là người hiểu chuyện đàng hoàng là được k ồn sau 11h nói ít 
<3",9,7
3122,Nam,Tien Giang,nhưng lại thích giao lưu =)) .... thích đi chơi ở ngoài với bạn bè mình khá dễ hòa đồng nhưng tùy đối tượng hướng trung (ambivert) lúc thích một mình,đùi gà,thích nghe nhạc thik chạy bộ chơi vape,không,1 người vui tính đồng cảm người vui tính hòa biết chia sẻ khi ở chung với nhau biết tôn trọng không gian riêng,9,7
5751,Nam,Hoa Binh,nói nhiều với người quen là một người 2 hướng trải nghiệm mình ambivert,ăn cơm gia đình tự nấu ăn cơm,bóng đá,không,tôn trọng không gian cá nhân chăm chỉ làm việc nhà,10,7
1658,Nữ,Bac Lieu,hoà đồng với mng,bánh tráng bún đậu trà sữa kem cơm ngon còn bánh bao hơi dở cà phê sữa c2,chụp ảnh xem mv ca nhạc tập trung nghiên cứu một vấn đề nào đó tò mò về cách vận hành của xã hội,không,chăm chỉ làm việc nhà tiền bạc rạch ròi v.v,9,8
1569,Nữ,Thanh Hoa,vui vẻ...,lẩu ... thật ra thì ngoại trừ rau cần rau má mix,thích đi karaoke lắp ráp thể dục xem phim tiếng anh...,không,chung sở thích hoạt bạt tử tế,8,9
8682,Nam,Vung Tau,í nói hướng nội người hướng nội cởi mở sạch sẽ,đồ ăn hàn quốc bánh bông lan dâu pepsi vị chanh không calo cơm trộn,thích xem phim kpop làm mô hình,không,người hòa đồng sạch sẽ.,7,5
5073,Nam,Ha Giang,thích ngoại giao,trà đào… cái gì cũng thích ăn bún bò phở hu tiu com tam cá hồi canh trứng cà chua,đi từ thiện tháo,Có,đừng nói quá nhiều hòa đồng thích nói chuyện ai đó chịu chơi ngu với t biết lắng nghe,9,5
5560,Nữ,Hoa Binh,mình là một người thích vẽ năng động hướng ngoại. hướng ngoại part time,thích ăn đồ cay cơm gà coca-cola coca cola… không đặc biệt yêu thích gì,các chương trình giải trí toán dân chơi hệ điều hành (windows chơi đàn,không,có thể đấu tranh với sự vô tâm ít nói của mình,7,8
9992,Nữ,Nghe An,"muốn một mình nhưng sợ cô đơn huong noi ngăn nắp dù hay bày bừa (xong rồi dọn ngay) một người vui vẻ mình là ambivert
có tính cách khá là khùng khùng điên điên nhưng cũng hay nhiều tâm sự",nước c2 chanh đồ ăn hàn. đồ uống healthy trà đào,đọc truyện viết code võ âm nhạc thích ngồi lướt mạng xh cả ngày ...,không,chung gu giải trí giàu có có chừng mực - vui vẻ hoà đồng nhưng cần không gian riêng không làm phiền người khác như buổi tối sạch sẽ.,9,7
338,Nữ,Ha Giang,50% hướng ngoài lúc hướng ngoại thoải mái thích giao tiếp,trái cây,học ngoại ngữ các hoạt động phải chạy bóng chuyền,không,vô duyên giỏi dễ nói chuyện cá tính,5,7
9523,Nam,Vinh Phuc,thích ở một mình. là người thường thích ở một mình nhát bắt chuyện với người lạ hướng nội - ngoại,ăn đồ cay thích ăn đồ cay thích caffee ít đường,nhảy chụp ảnh,không,sòng phẳng sạch! gọn gàng!!!!,4,8
538,Nữ,Ha Giang,người thân lowkey là một người nhiệt tình,uống trà sữa thích ăn vặt,chăn nuôi lướt mxh ngủ:)),không,hoà hợp,10,7
4677,Nam,Binh Phuoc,có xu hướng ambivert tôi thích nói chuyện với mọi người nhưng đồng thời tôi cũng có những lúc thích một mình,nước trà (như c2 bánh chuối chiên trái cây,coi phim anime tỉ tê những câu chuyện đời thường sâu sắc với mọi người xung quanh.,không,ngay thẳng ngành kỹ thuật,6,7
630,Nam,Vinh Phuc,hướng ngoại nhung thích ở một mình indoor type thích ở một mình- lúc thích nói chuyện nhiều người,ăn được uống được cơm người yêu nấu,"thể dục thích:
1. thiên nhiên cây cỏ
2. bóng bàn",không,ý kiến của mình lên bạn cùng phòng tôn trọng không gian riêng tư vui vẻ hòa đồng sạch! gọn gàng!!!! người có tính cách vui vẻ,8,8
6519,Nam,Tien Giang,hay giận vu vơ là một người thiếu ngủ indoor type,"hơi kén ăn 1 chút redbull
không thích cafe gói ........; nói chung là mình thích ăn rất nhiều món :3 xôi mặn bánh trán trộn",vẽ... mình thích chạy bộ video game chơi cầu lông nhiếp ảnh,Có,vui vẻ dễ tính sạch sẽ,7,8
4525,Nữ,Khanh Hoa,cũng hơi hướng ngoại cọc cằn ngăn nắp dù hay bày bừa (xong rồi dọn ngay) huong noi,red bull bún trộn đồ chiên,xem mv ca nhạc tìm hiểu về văn hóa các nơi đọc sách.. tìm hiểu những kiến thức đa ngành xem youtube ngủ nghỉ ngơi,không,có ý thức là được người hiểu chuyện dễ tính... tinh ý hiền hòa,10,5
8123,Nữ,Bac Lieu,....,nước trà em thích các loại bún ạ mình ăn thích ăn đồ healthy,xem youtube ngủ nghỉ ngơi thích tranh biện sở thích của mình là thay vì thoát khỏi áp lực phim truyền hình đánh cờ vua,không,giỏi tư vấn lẫn nhau hoạt bát vui tính,10,8
8073,Nam,Hung Yen,hoà đồng vui vẻ nhạy cảm ít nói hướng nội,mình thích ăn bánh tráng cuốn đồ ăn ngọt ít đường ......... bánh kẹp thịt,esport mình thích chạy bộ,không,ăn ở sạch sẽ,8,10
9628,Nam,Quang Ngai,ít nói không thích ồn ào ghét sự cô đơn sống tình cảm vs chăm chỉ nhưng e hơi chậm so vs bạn bè cùng tuổi về sự linh hoạt là một ambivert,bánh canh bánh trán trộn trà chanh trân châu,nhiều lắm . chơi được đa nghề :) thể dục nghe nhạc,không,điềm tĩnh,4,9
6020,Nam,Nam Dinh ,vui vẻ,thích đồ healthy,android,không,tử tế dễ gần hiểu chuyện. biết quan tâm vui vẻ nhiệt tình,9,9
9685,Nam,Kon Tum,1 tháng chắc 1-2 lần) để giao lưu thích nơi đông người,mì trộn ham bơ gơ bánh mì... thích ăn bánh mì lẩy thái,hóng drama chơi đàn piano,không,vô duyên 1 người tốt bụng biết nấu ăn cùng chuyên ngành càng tốt nhưng khác cũng không sao chùi dọn phòng,9,9
4671,Nam,Kon Tum,hướng nội ít nói nhưng hoà đồng thân thiện muốn một mình nhưng sợ cô đơn đôi khi ko thích chia sẻ nhiều lắm indoor type hướng trung (ambivert) lúc thích một mình,tôm chiên eat-clean,thể dục vẽ game mobile,không,người có ý thức vui tính náo nhiệt thích đi chơi lanh lợi,7,8
8091,Nam,Binh Phuoc,hay dài dòng,gà hấp nước mắm thích ăn đồ việt nam các loại bánh ngọt ăn đồ cay mình thích uống trà sữa,đi chơi thích học ngôn ngữ anh thích coi phim đi dạo,không,tinh ý ăn mặc ổn im lặng,9,9
5210,Nam,Binh Phuoc,thích đi chơi ở ngoài với bạn bè,cơm chiên các loại mình thích uống trà sữa sữa đậu nành nước dưa hấu ép 7up,học hỏi thích khoa học thích ko thích bị ép buộc,không,tử tế người vui tính,8,9
3578,Nam,Tien Giang,tính cách thất thường hướng ngoại vui vẻ hòa đồng nghiêm túc,bún riêu bánh kẹp thịt bò với sữa revive bánh plan,ăn uống chơi game nhiều lắm . chơi được đa nghề :) kiếm tiền nghệ thuật,không,nói nhiều vui biết tôn trọng không gian riêng mình thích người cùng phòng vui tính,10,8
1890,Nữ,Bac Giang,hay ngại là 1 ng ít nói hướng nội cà thích ở 1 mình là người ít nói,bánh canh bún trộn,ngoại ngữ âm nhạc ( nghe nhạc),không,thân thiện dùng đồ của ng khác thì phải biết mượn không tệ nạn tư vấn lẫn nhau hiền lành,7,10
4424,Nữ,Dong Thap,hướng ngoại partime,khô các loại các loại bạn bún bò phở hu tiu com tam mình thích ăn tất cả những gì mình thấy ngon. riêng đồ uống thì mình có niềm đam mê sâu sắc với rau má,tiếng anh... ko thích bị ép buộc tấu hài,không,chia sẽ có thể đấu tranh với sự vô tâm ít nói của mình không quá kĩ tính biết làm việc nhà giống mẹ thì càng tốt,9,9
1441,Nữ,Gia Lai,bán hướng nội ambivert là một người nhiệt tình thích vui chơi náo động vùng trời :),bánh cuốn coca cola,tập trung nghiên cứu một vấn đề nào đó ngôn ngữ,không,dễ nói chuyện biết nấu ăn mình thích bạn cùng phòng hoà đồng tôn trọng bạn cùng phòng,7,8
4750,Nữ,Thanh Hoa,vui vẻ sống lowkey hướng nội + ngoại part time áp dụng công nghệ mới,thích uống trà sữa sinh tố bơ mỳ xào coca cola,đi dạo,không,sạch sẽ tôn trọng bạn cùng phòng vd : vui vẻ không ồn ào không cùng cũng không sao,10,8
125,Nam,Hoa Binh,khá hòa đồng hướng ngoại ít nói thích ở một mình là người thích ở một mình thích giao tiếp bình thường,ăn được uống được,ko tin học,không,thích những bạn hoạt bát nhiều chuyện ăn mặc ổn mình thích người cùng phòng vui tính hòa đồng,7,9
1259,Nam,Vinh Phuc,hướng nội thích vui vẻ,thích đồ tự nấu thích hamburger,các hoạt động phải chạy mac os được ăn chơi hame,không,không ồn ào người chịu chia sẻ cảm xúc của bản thân. biết tôn trọng không gian riêng,7,6
8750,Nữ,Bac Lieu,mê chơi đá gà là người 50% hướng nội là một người hướng nội thích ở một mình trầm trầm nhưng lúc cần vẫn vui hết mình,cơm sườn beer gà hấp nước mắm ăn hải sản bánh chocopie,ngôn ngữ thích động vật thích đá banh tâm lý học mầy mò linh kiện máy tính,Có,thẳng tính năng động người không nói quá nhiều,7,8
7244,Nam,Hoa Binh,ngoại hướng ngoại khi cần thiết lúc hướng ngoại,đồ ăn hàn quốc coca,thường thức tác phẩm nghệ thuật phá máy tính xem anime thích khoa học ...),không,tôn trọng bạn cùng phòng người có tính cách vui vẻ công bằng tôn trọng ý kiến của nhau tính cách thẳng thắn nhưng không vô duyên,8,8
9880,Nữ,Ca Mau,ít nói thích ngoại giao náo động vùng trời :) ít nói chuyện,các món về tôm hải sản,ráp pc coi phim hoạt hình diy.. chạy bộ thích,Có,có chung sở thích hiền lành sạch sẽ một chút biết cách giúp đỡ trong những hoàn cảnh éo le( không nhất thiết cùng quê ),3,7
1551,Nam,Bac Lieu,hướng ngoại với người quen,các loại bạn các loại đồ ngọt như chè hủ tiếu ăn đồ cay,mầy mò linh kiện máy tính đi chơi tâm lý học phá máy tính,không,thấu hiểu biết chia sẻ có trách nhiệm dễ dãi người sòng phẳng,7,8
6607,Nữ,Binh Thuan,thích không gian riêng,thích đồ ngọt sushi thích ăn đồ việt nam thích uống trà sữa ạ :v mì xào,vệ sinh máy tính chơi đàn piano coi phim anime các chương trình giải trí,không,có chừng mực - vui vẻ để cùng nhau nói chuyện,8,8
7747,Nữ,Kon Tum,vui nhộn sống lowkey thích giao lưu với mọi nguời thích ờ chỗ không đông người không thích nói nhiều,sữa của các hạt đậu món j có topping thì đều thích ỏi những món ăn liên quan đến kim chi thích đồ ăn có trứng muối,ở nhà một mình tâm lí học,không,người vui tính hòa có thể là người học mỹ thuật hay kinh tế cầu tiến freedom có tri thức về y khoa cùng các lĩnh vực xã hội khác,8,9
4812,Nam,Ha Giang,tham công tiếc việc hướng nội thích ở một mình nóng nảy - ưu tư khác trầm là người 50% hướng nội,mình thích ăn các loại đồ ngọt mi tom thích ăn món mì cay trứng,online shopping thích chill trồng cây thích học bài,không,để cùng nhau nói chuyện ăn nhiều ở sạch không nói xấu sau lưng vui vẻ hoà đồng,7,8
2689,Nam,Phu Tho,đôi khi hướng ngoại có lòng tự trọng thích đông vui hướng nội nhưng thích đi chơi,trà đào thạch sữa nước dừa eat-clean tất cả các loại mì,thích học ngôn ngữ anh thích khoa học,Có,bình thường nói nhìu hoà đồng mình thích người cùng phòng vui tính sạch sẽ gọn gàng không dùng đồ mà chưa xin phép,8,8
6806,Nữ,Vinh Long,ghét sự cô đơn mình là dễ gần là một người hướng ngoại nói nhiều thích đi đây đi đó trải nghiệm những thứ mới mẻ nhưng tùy hứng hướng nội thích không gian yên tĩnh,sting,nhạc cụ đi chơi ngoài trời tiếng anh tâm lí học chụp ảnh,không,ở sạch sẽ cẩn thận hiểu lễ phép ở sạch sẽ,8,7
356,Nam,Hung Yen,thích một mình thích vui vẻ,trà ô long kfc pepsi,nhiếp ảnh,không,cái tôi lớn) có thể nói nhiều một chút,10,8
3693,Nữ,Binh Dinh,dễ ngại thích đi chơi cùng những người bạn thân thiết người suy nghĩ nhiều,cơm nước ép trái cây,"đi mua sắm

không thích: chạy bộ học toán thích chơi cầu lông đi dạo du lịch",không,cùng chuyên ngành/ sở thích,7,6
2189,Nữ,Lao Cai,vui nhộn rụt rè í nói hướng nội ở giữa hướng nội,đồ nhướng gà rán,đọc sách viết lách,không,vui tính gọn gàng sạch sẽ. rạch ròi về tiền bạc sạch sẽ ngăn nắp có tình nghĩa huynh đệ,8,8
5626,Nữ,Binh Dinh,hướng nội 35% thích sống ở trọ,thích ăn đồ việt nam các món nướng hải sản gà phô mai,bới lội xem phim nghe nhạc đếm tiền cờ vua lướt mạng,không,vui ít nói thân thiện học giỏi sạch sẽ gọn gàng,7,6
7542,Nữ,Ninh Thuan,hiểu biết.,nhật mỳ hoành thánh,...) choi game sở thích của mình là thay vì thoát khỏi áp lực chăn nuôi thích bơi,không,hiền có cùng sở thích là một điểm cộng đừng quá bừa bộn vui vẻ hoà đồng nhưng tôn trọng không gian cá nhân của nhau,8,8
1549,Nam,Cao Bang,thích nơi đông người hướng trung náo động vùng trời :),đậu hũ cà chua. thịt kho tàu,holywood đàn vận động thể lực (nhẹ) diy..,Có,sạch sẽ có cùng sở thích là một điểm cộng đẹp,7,8
9565,Nam,Binh Thuan,tôi là một người ít nói náo động vùng trời :),cơm bò xào bò kho,xem phim đặc biệt là thích nhạc của sơn tùng m-tp,không,đặc biệt là tam quan đúng đắn chung gu giải trí vui vẻ chân thật,2,8
2118,Nam,Lao Cai,sợ xã hội,rau má mix nước ép thơm trừ đồ đắng ra thì mình đều ăn được món ăn health,xem phim,không,vui vẻ hoà đồng nhưng tôn trọng không gian cá nhân của nhau hài hước nhưng phải có điểm dừng,8,7
5400,Nữ,Thanh Hoa,giống ví dụ hoà đồng nhưng cũng thích ở một mình,ham bơ gơ nước suối trà nóng lẩu,đàn guzheng chăn nuôi,không,không có ạ,10,7
