,Sex,Hometown,Bio_personality,food_drink,hob_inter,smoking,refer_roommate,Cleanliess,Privacy
548,Nữ,Bac Lieu,vui vẻ… bán hướng nội ambivert,rau củ thích ăn đồ ăn của mẹ với cậu nấu. thích nhất là canh khổ qua nước suối trà nóng,badminton bóng đá xem phim ngôn tình,không,,5,10
2124,Nữ,Hoa Binh,thích không gian riêng thích giao lưu với mọi nguời,nước ngọt bánh cam bò nướng,thích đọc truyện sự logic thích tiếng anh bơi lội. lướt mạng,không,thẳng thắn học giỏi 1 chút (nhưng không tự cao thích gọn gàng lịch sự hiền hòa,2,10
125,Nam,Binh Phuoc,thích giao lưu thích 1 mình hoà đồng với mọi người có phần hơi thích kiểm soát,chả giò gà rán fastfood nước cam pepsi,quay tik tok,không,không nói xấu sau lưng ngăn nắp. biết tuân thủ lợi ích chung. tính cách thẳng thắn nhưng không vô duyên,9,10
1745,Nam,Phu Tho,logic thích ở 1 mình có trách nhiệm mình hk thích sự gượng ép một người hướng ngoại làm biếng,ăn đồ tốt cho sức khỏe,chơi vape đi tập thể dục xem youtube ngủ nghỉ ngơi esport,không,thích 1 mình tử tế sạch sẽ một chút,10,7
1703,Nữ,Bac Lieu,nhưng ít nói nội tâm mình khá ít nói cũng như là hướng nội,hải sản,xem phim hàn ở nhà một mình các hoạt động xã hội thích xem phim bóng bàn,không,hoạt bát vui tính dễ tính... mong muốn được ở cùng phòng với một người có sở thích vẽ hiền hòa,7,8
482,Nữ,Thanh Hoa,hướng nội part time áp dụng công nghệ mới ít nói hướng nội nói rất nhiều,mi tom,vệ sinh máy tính holywood xem youtube ngủ nghỉ ngơi thích hút thuốc,không,cùng nhau đi chill,8,8
2335,Nữ,Binh Duong,hướng nội với người ngoài thích đông vui hướng ngoại ít nói thích ở một mình sống cống hiến,các loại đồ ngọt như chè các món ăn có nước ức gà cơm sườn,bóng rổ vẽ học tiếng nhật dark fantasy manga nhạc cụ,không,luôn ham học hỏi hoặc cùng trường,9,8
2595,Nữ,Lao Cai,ghét sự cô đơn ít nói hướng ngoại với người quen mình là một người khá rụt rè khi ở một mình.,bún rêu,học ngoại ngứ lướt mxh đi chơi trang điểm tháo,không,sinh hoạt cú đêm giống mình hihi cá tính đi chơi bên ngoài.,8,9
251,Nam,Thai Binh,không phải hướng nội nhưng không thích chỗ đông người quyết đoán ngày ngủ đêm bay ko thích đi chơi hướng ngoại partime,mình thích trà bí đao ngô gia nước lọc,đạp xe tin học coi phim anime,không,đẹp có thói quen dọn dẹp ăn ở sạch sẽ khắc kỷ,2,5
672,Nam,Thanh Hoa,cũng có lúc hướng nội có lúc hướng ngoại,pizza,thường thức tác phẩm nghệ thuật xem phim ngôn tình lập trình,không,giỏi có chí cầu tiến dễ thương có tình nghĩa huynh đệ hài hước,5,8
974,Nam,Ninh Thuan,.... nói nhiều thích đám đông thích nơi đông người có thể đi ăn ngoài nếu được mời vui vẻ…,mình thích ăn tất cả những gì mình thấy ngon. riêng đồ uống thì mình có niềm đam mê sâu sắc với rau má ăn đồ ăn nhanh bún đậu trứng ốp la bánh,lướt mxh,không,biết nấu ăn để cùng nhau nói chuyện có thể hoạt bát nhưng im lặng lúc cả phòng đang làm việc có qua có lại,10,7
2684,Nữ,Ninh Thuan,có lúc hướng nội nhưng không hẳn hướng nội :)) thích giao tiếp tôi thích nói chuyện với mọi người nhưng đồng thời tôi cũng có những lúc thích một mình,uống trà sữa sprite hamburger phở… sữa của các hạt đậu,ngủ anh văn các hoạt động phải chạy sở thích của mình là thay vì thoát khỏi áp lực lướt mạng,không,thật lòng ở sạch sẽ cẩn thận hiểu lễ phép vui tính náo nhiệt thích đi chơi chịu đi chơi với tôi có ý thức giữ vệ sinh chung,7,7
1068,Nam,Ha Giang,có trách nhiệm quyết đoán thân thiện nửa hướng ngoại,bún thịt nướng nước c2 chanh bánh tráng sâm bổ lượng,trồng cây,Có,trách nhiệm,7,10
863,Nam,Hung Yen,nói nhiều,bò nướng trừ đồ đắng ra thì mình đều ăn được thích ăn mì tômmmmm,đi coi phim,không,thích nói chuyện có chừng mực - vui vẻ hòa nhập để cùng nhau nói chuyện,8,9
575,Nữ,Long An,là một người ít nói hướng nội sạch sẽ thích tham gia các hoạt động xã hội,nui xào đặt biệt là trà sữa thích ăn mì cay,coding kĩ thuật nghe nhạc o buổi tối lướt mạng,không,biết chia sẻ đừng ở dơ,8,7
2192,Nam,Vinh Phuc,riêng tư,nước lọc mắm chưng nem nướng nha trang bún ốc,thích tiếng anh xem phim ngôn tình,không,người hướng ngoại đáng tin cậy k ồn sau 11h,9,9
1465,Nam,Binh Dinh,lúc này lúc kia,sữa của các hạt đậu thích caffee cút lộn rang me,dân chơi hệ điều hành (windows tham gia hoạt động ngoại khoá chơi cầu lông chơi cờ vua,không,có cùng sở thích là một điểm cộng hoạt bát,10,10
1067,Nam,Binh Phuoc,yêu thiên nhiên đôi khi hướng nội,. come gà,tò mò về cách vận hành của xã hội đi cắm trại đi tản bộ nhiếp ảnh thích đi karaoke,không,giàu sẻ chia có thể nói nhiều một chút không quá nóng tính,8,9
2947,Nam,Bac Lieu,indoor type nhưng vẫn hoà đồng mình là một người hướng ngoại thích tận hưởng không gian 1 mình vui vẻ hoà đồng,ăn đồ ăn nhanh nước ngọt miễn là nước ngọt có ga thích ăn đồ ăn của mẹ với cậu nấu. thích nhất là canh khổ qua các món nhật,cầu long.,Có,vui tính hài hước bạn cùng phòng phải là người hiểu chuyện nhưng đừng quá ồn ào. o ban đêm,8,7
1969,Nữ,Gia Lai,thích ở một mình nhưng lại thích giao lưu =)) thích ờ chỗ không đông người hướng nọpi,bánh fanta không uống nước ngọt có ga bún riêu bánh tráng trộn,thích đọc đá bóng chính trị thích vẽ được ăn,không,ocd càng tốt. không quá tính toán hơn thua tích cực với cuộc sống hoà đồng nhưng cần không gian riêng không làm phiền người khác như buổi tối hoà đồng. thẳng tính,7,7
991,Nữ,Ha Tinh,hơi ngại giao tiếp nhưng sẵn sàng học hỏi thích tìm hiểu,nước nha đam hủ tiếu trà,đi du lịch,không,ở sạch sẽ học chung ngành tôn trọng riêng tư sòng phẳng,8,9
1956,Nam,Hoa Binh,không phải hướng nội nhưng không thích chỗ đông người là một người ít nói hướng nội nhưng cũng có thẻ hướng ngoại parttime dành thời gian cho bản thân nhiều hơn. nhưng vẫn tham gia clb cũng như đi chơi với bạn bè (nhưng ít xàm,các loại bánh ngọt mỳ tôm các loại thịt nướng đồ ăn hàn. đồ uống healthy,đi dạo ngắm cây android thich chơi thể thao võ cầu lông,không,người hòa đồng gọn gàng điềm tĩnh hoặc cùng trường,8,9
764,Nữ,Tay Ninh,nói nhiều,bún rêu sữa milo nước ép.,"xem anime thích:
1. thiên nhiên cây cỏ
2. bóng bàn thích chơi game chơi game",không,thích ăn ngoài cùng mình hòa đồng tốt bụng,8,8
707,Nữ,Thanh Hoa,thân thiện ngoại,các món nhiều gia vị,stress thì mình đâm đầu vô luôn vân vân...,không,nếu chung sở thích thì càng tốt sạch sẽ ngăn nắp,10,5
2489,Nữ,Hoa Binh,thích tìm hiểu,bánh xèo,đi coi phim,không,là người vui tính,9,9
2519,Nữ,Khanh Hoa,thích sống ở trọ,ăn đồ tự nấu,thích đi karaoke đi cắm trại,không,giàu,3,9
1018,Nữ,Hoa Binh,không thích giao tiếp với người lạ mình ambivert nói nhiều,đồ thái có ăn là được các món ăn truyền thống hoặc món ăn đường phố việt nam,thích học thích code,Có,hiền lành,8,7
2819,Nữ,Tay Ninh,đôi lúc hướng nội thích đi chơi cùng những người bạn thân thiết nhưng ít nói thích đi lang thang một mình,nướng rau hột vịt lộn rang me thích đồ ngọt cơm chiên trứng,esport hacking chính trị toán học,không,có ý thức đi chơi bên ngoài. trầm tính học giỏi hoạt bát cùng chuyên ngành/ sở thích,10,8
1531,Nam,Binh Dinh,hướng nội nữa mùa thích đi đâu đó hướnh ngoại cá tính mạnh thích vui chơi,món j có topping thì đều thích coffee chill không độ) coca cola…,chơi đi tản bộ thường thức tác phẩm nghệ thuật ca hát,không,chủ động cá tính,9,7
1459,Nam,Quang Ngai,thường thích ở một mình,thích bánh sandwich nướng,thế giới đi chơi,không,có thể là người hoạt bát giống mình hoặc ít nói nhưng biết lắng nghe. khắc kỷ mọi thứ rõ ràng vui tính. biết chia sẻ,8,7
2882,Nữ,Ha Giang,v.v hướng nội part time thích đi đâu đó dễ chịu,đồ ăn hàn. đồ uống healthy bún cá bánh trán trộn nước ngọt có ga fastfood,thích chơi cầu lông hích võ taekwondo vi vu dạo phố,không,có tổ chức cái tôi lớn),10,7
2129,Nữ,Tay Ninh,người thân tôi thích nói chuyện với mọi người nhưng đồng thời tôi cũng có những lúc thích một mình không thích giao tiếp với người lạ vui tính thích suy diễn mọi chuyện trên đời,món j có topping thì đều thích thích ăn gà vị đậm đà😋 salad,tám chuyện thích chơi game yoga bóng chuyền,không,chung ngành học,5,7
1733,Nữ,Ha Tinh,hướng ngoại ít nói thích ở một mình riêng tư lắng nghe thích yên tĩnh,bánh chuối chiên,mình rất thích nghệ thuật call điện thoại,không,không thích ai có tính cách bảo thủ hoà đồng lịch sự ngoan ngoãn ko quậy phá,7,5
2704,Nữ,Khanh Hoa,nhanh nhẹn,thích đồ chay bánh tráng bún đậu trà sữa,shopping,không,dễ gần hài hước nhưng phải có điểm dừng gọn gàng sạch sẽ,9,8
2663,Nữ,Bac Lieu,hướng ngoại khi cần thiết,"redbull
không thích cafe gói ăn đồ cay",travelling trò chơi điện tử thích nghe nhạc xem mv ca nhạc thích,không,gọn gàng sạch sẽ. rạch ròi về tiền bạc,9,7
1724,Nữ,Binh Thuan,hướng nội tích cực thích vui vẻ là một người nội thích đi chơi cùng những người bạn thân thiết,come gà cơm gà pepsi vị chanh không calo gà jollibee,kiếm tiền thích đồ ăn nhạt,không,siêng,8,7
1210,Nam,Quang Ngai,thích ở 1 mình hiếm khi thấy vui có lòng tự trọng thích tham gia các hoạt động xã hội hướng nội thích ở một mình,bánh mì... thích bánh sandwich nướng,chơi bóng rổ,Có,em thích ở chung với người tôn trọng khoảng cách ở sạch sẽ biết giữ gìn hoà khí chung vui vẻ hòa đồng chung ngành học học giỏi (chung ngành càng tốt),10,8
2578,Nam,Binh Phuoc,hướng ngoại khi cần thiết ít nói với người lạ thích thử thách,no,ăn cầu lông,không,mình thích người cùng phòng vui tính cùng chuyên ngành càng tốt nhưng khác cũng không sao không thích ai có tính cách bảo thủ ocd càng tốt. không quá tính toán hơn thua cầu tiến,10,8
2650,Nữ,Binh Phuoc,ít nói nhưng hướng ngoại,xôi gà phô mai các loại trà trái cây ốc,vẽ linux cà phê uống cà phê code,không,"biết cư xử
nói ít thôi
ở sạch sẽ
chia việc nhà
có thể tin tưởng được (tiền bạc)
ngủ đừng ngáy
trình độ xấp xỉ như mình chứ đừng zốt quá nó ô dề lắm :b có ý thức giữ vệ sinh chung không ồn ào",6,8
1696,Nữ,Lam Dong,hướng nội ít nói thik ở một mình thích sự an toàn dù chạy xe ẩu (ý là cái gì cần phải xảy ra thì phải đảm bảo nó được xảy ra thích đi ra quán cafe để học bài hướng nội nhưng thích làm social media tích cực,nước ép. bánh kẹp thịt,bơi lội thần số học,không,tâm lý =))) yên tĩnh biết tôn trọng người khác,7,10
2381,Nữ,Bac Ninh,hoà đồng nhưng cũng thích ở một mình hướng nội part time .. thường là hướng ngoại với ng quen nhma hướng nội với người lạ ít nói nhưng hướng ngoại,thích ăn đồ ăn của mẹ với cậu nấu. thích nhất là canh khổ qua mỳ hoành thánh,trồng cây thích đi karaoke,không,mình chỉ cần người đàng hoàng dễ chịu thống minh,8,8
471,Nữ,Binh Phuoc,hương ngoại nhưng khó kết bạn với hơi trầm ngày ngủ đêm bay í nói hướng nội mình hk thích sự gượng ép mình là ng dễ giao tiếp,canh trứng cà chua,chụp ảnh thích chơi cầu lông linux video game đi xe đạp,không,tinh tế,10,8
929,Nữ,Hung Yen,dễ quạu dễ nguôi là một người hướng ngoại nói nhiều thích thử thách có phần hơi thích kiểm soát,ăn đồ tốt cho sức khỏe bánh ướt mỳ cay,ngắm bầu trời vẽ tranh xem phim đặc biệt là thích nhạc của sơn tùng m-tp android,không,chia việc nhà thì phải lm có kỷ luật sạch! gọn gàng!!!! cái tôi lớn),8,10
2349,Nam,Khanh Hoa,mình là một người ít nói,bánh mì thịt xá xíu kfc canh kim chi,mình thích đọc tiểu thuyết và truyện tranh cầu long.,không,nói nhìu hoà đồng dễ gần nhiệt tình vs mn biết nấu ăn chăm chỉ,9,7
2849,Nữ,Thanh Hoa,hoạt bát khá hòa đồng thoải mái nhưng lúc high thì lại muốn nói rất nhiều,bún chả nướng mình thích uống trà sữa lẩy thái red bull,đá cầu ...) thích đi chơi với bạn bè đàn hát,không,học giỏi im lặng,7,10
410,Nữ,Binh Phuoc,"không thích nói nhiều hướng ngoại với người quen một người hướng ngoại với bạn bè có thể đi ăn ngoài nếu được mời mình là ambivert
có tính cách khá là khùng khùng điên điên nhưng cũng hay nhiều tâm sự",nước ép.,kiếm tiền nằm dài nghe nhạc cafe,không,biết nhậu vui vẻ là một người biết cách bắt đầu câu chuyện tại vì mình ít nói trung thực,10,5
1508,Nam,Binh Thuan,một người hướng nội nhưng cũng thích xã giao với mọi người,sandwich,trồng cây,không,thật sự như mình nói trên vui vẻ bạn cùng phòng phải là người sạch sẽ,9,8
1019,Nữ,Thanh Hoa,vui vẻ… ngăn nắp dù hay bày bừa (xong rồi dọn ngay) cần nhiều riêng tư thoải mái,ăn cơm lẩy thái chất béo hay phô mai. không ăn được cua :3,hít thở không khí trong lành ở công viên lịch sử ngắm cảnh thần số học,không,mong muốn có một người thích đánh cờ ai đó chịu chơi ngu với t hoà đồng với mọi người,9,6
223,Nữ,Thai Binh,hướng ngoài. nhưng hướng nội với người lạ thích đi các hoạt động xã hội ít nói nhưng thích đám đông,bánh . nước coca . mì cay... . thức ăn gì ngon đều yêu thích,code đánh bóng bàn tắm (2l/ngày) tháo,không,thông cảm biết chia sẻ chung ngành học vui tính,8,10
864,Nữ,Bac Lieu,thích ở 1 mình,bánh bao nước thảo mộc các loại thịt nướng nước ép trái cây bánh mì,mình còn có thể chơi cầu lông nữa,không,người hòa đồng người ngay thẳng học giỏi không thảo mai khong co,9,10
186,Nam,Dien Bien,hướng ngoại 65% tính cách thất thường,"sương sáo các thứ
food: cái gì cũng ăn được. thích rau",ngắm cảnh,không,vui vẻ hoà đồng sòng phẳng người sống có quy củ ở sạch sẽ cẩn thận hiểu lễ phép,7,7
2803,Nữ,Ca Mau,bạo lọan,gà nói chung,phong thủy esports trí tuệ như nhau nên điều đó cũng là một sự thú bị,không,người có chính kiến ngăn nắp là được vui vẻ dễ tính sạch sẽ thằng bạn thích hút thuốc người không nói quá nhiều,5,8
2816,Nam,Ca Mau,nói rất nhiều hướng ngoại ít nói thích ở một mình hướng nội + ngoại part time,7749 loại mắm. không thích đồ ăn chứa quá nhiều dầu,tỉ tê những câu chuyện đời thường sâu sắc với mọi người xung quanh.,không,gọn gàng sạch sẽ nhiệt tình cùng ngành học hoạt bạt,10,8
1076,Nam,Bac Lieu,mình là một người hướng nội nhanh nhẹn mình là dễ gần,bánh ướt trà đào thạch sữa bia xúc xích bún cá,thích đọc,không,người hài hước giữ vệ sinh nhà cửa sạch sẽ người có tính hòa đồng học giỏi 1 chút (nhưng không tự cao hoà đồng lịch sự ngoan ngoãn ko quậy phá,9,9
1077,Nam,Ninh Thuan,thích ở một mình- lúc thích nói chuyện nhiều người náo động vùng trời :) vui vẻ thích gọn gàng,mình thích trà bí đao ngô gia,xem mv ca nhạc các hoạt động xã hội,không,là người vui tính biết nấu ăn tôn trọng quyền riêng tư của mọi người cá tính,7,9
754,Nữ,Binh Duong,bán hướng nội bán hướng ngoại bạn bè. là 1 người ít nói hướng nội sạch sẽ,lẩu bò,thể hình vân vân...,không,k ồn sau 11h có kỷ luật vui tính thân thiện quan tâm,10,8
2559,Nam,Phu Yen,huong noi va thich o mot minh hay giận vu vơ ít nói chuyện khá hướng nội. thích sạch sẽ náo động vùng trời :),mình thích ăn tất cả những gì mình thấy ngon. riêng đồ uống thì mình có niềm đam mê sâu sắc với rau má thích ăn đồ ăn của mẹ với cậu nấu. thích nhất là canh khổ qua sữa bắp,esport chơi hame mình rất thích nghệ thuật,không,bạn cùng phòng phải là người hiểu chuyện đơn giản trúa hề vui tính náo nhiệt thích đi chơi,10,8
2687,Nữ,Dong Thap,năng động thích ở một mình với gia đình lười làm việc nhà hay giận vu vơ hướng nội - ngoại,hầu hết các món con người dùng được coffee chill canh trứng cà chua trứng mì nước lọc,thích xem tivi pokemon,không,cùng tần số cùng nhau đi chill,7,9
977,Nam,Gia Lai,nhát bắt chuyện với người lạ hướng nội nữa mùa thích tụ tập bạn bè thân thiết ở nhà sống lowkey,thích ăn vặt mỳ trộn đồ nướng,nhiều lắm . chơi được đa nghề :) toán thiết kế,không,thật lòng tích cực với cuộc sống,10,5
1657,Nam,Gia Lai,là một người khá là trầm tư có thể mời người ta đi ăn nếu vui,ăn đồ cay cá đồ ăn ngọt thích đồ chay,thường hay quan tâm những tin tức về nó kpop o buổi chiều đàn guzheng,không,ngành kỹ thuật o câu chuyện hay tình huống. là người có thể đưa ra lời khuyên nhưng không quá lố chịu đi chơi với tôi học giỏi 1 chút (nhưng không tự cao tiết kiệm một chút,10,10
553,Nữ,Ha Tinh,thích tụ tập bạn bè thân thiết ở nhà thích sạch sẽ tự do khác trầm sống cống hiến,bánh ngọt,code thích nghe nhạc trí tuệ như nhau nên điều đó cũng là một sự thú bị đọc tiểu thuyết,không,hay ham chơi v.v biết điều,10,7
1435,Nam,Khanh Hoa,hiếm khi thấy vui trải nghiệm là người hướng nội,rau bánh căn các loại trà trái cây bánh tráng các loại,dark fantasy manga,không,hiền hòa,6,9
1460,Nữ,Binh Phuoc,mình là một người khá rụt rè khi ở một mình.,thích ăn món mì cay,đi cắm trại xem phim nghe nhạc,không,chia sẽ dẫn tiếp xúc k ồn sau 11h người kiên định không ba phải hùa theo đám đồng quan tâm,8,8
2709,Nữ,Ninh Thuan,khó chịu yên tĩnh thích tìm hiểu,eat-clean coca cola…,cờ tướng,không,vui tính náo nhiệt thích đi chơi giữ không gian riêng tư,5,7
1896,Nữ,Thanh Hoa,lowkey hoặc có backup) mình khá ít nói cũng như là hướng nội,ăn hải sản,mua sắm ..,không,tính giống mình cùng nhau đi chill vui vẻ,9,8
344,Nam,Binh Thuan,ít nói với người lạ,chiên bông lan trứng muối,.. đi dạo ngắm cây,không,ý thức người hướng ngoại thích gọn gàng,6,10
269,Nam,Ha Tinh,hướng nội thích ở một mình hoà đồng với mọi người,thích ăn món mì cay các món về tôm no,đá banh bơi ngủ coi phim ăn kpop,không,sạch gọn mọi thứ rõ ràng không care lắm hào phóng,10,7
2160,Nữ,Ninh Thuan,áp dụng công nghệ mới,bánh mì...,tám chuyện đọc truyện,không,vui tính thân thiện phát triển bản thân cùng ngành học,8,7
67,Nữ,Ha Giang,thích tụ tập bạn bè thân thiết ở nhà thích tìm hiểu những điều bí ẩn ít nói nhiều hay ngại,đặc biệt là tôm nước gas đồ hàn ...; các loại thức ăn truyền thống của miền nam như bánh xèo,thích bơi,không,hoà đồng nhưng cần không gian riêng không làm phiền người khác như buổi tối không nóng tính,10,7
2130,Nữ,Phu Tho,thích đi ra quán cafe để học bài,salad,xem phim,không,trầm tính ít nói nữa thì quá tuyệt vời đừng quá bừa bộn người có ý thức nhưng đừng quá ồn ào.,2,8
314,Nam,Hung Yen,cầu toàn hơi ngại giao tiếp nhưng sẵn sàng học hỏi làm quen nhiều bạn mới độc lập,cơm chiên các loại thích ăn gà,thể thao thử nhiều điều mới đọc truyện viết code thích học ngôn ngữ anh,không,gọn gàng,8,7
2776,Nam,Bac Lieu,tùy lúc người suy nghĩ nhiều ồn ào hướng ngoại 65% hướng nội ít nói thik ở một mình,bánh tráng trộn trà đá không thích ăn cay lắm,hít thở không khí trong lành ở công viên nghiên cứu về tài chính quay tik tok,không,"hào phóng sẵn sàng quan tâm chia sẻ ăn ở sạch sẽ biết cư xử
nói ít thôi
ở sạch sẽ
chia việc nhà
có thể tin tưởng được (tiền bạc)
ngủ đừng ngáy
trình độ xấp xỉ như mình chứ đừng zốt quá nó ô dề lắm :b có kỷ luật",7,10
1718,Nữ,Thanh Hoa,khá vui vẻ indoor type nhưng lúc high thì lại muốn nói rất nhiều đôi lúc hướng ngoại thích vui chơi,chocolate trứng trừ những món liên quan tới cá ; các dòng nước ngọt đều thích spaghetti,thiện nguyện kĩ thuật chạy bộ,không,nếu cùng ngành thì tốt trách nhiệm không ích kỷ tâm lý,7,8
2925,Nữ,Tay Ninh,mình là một người khá rụt rè khi ở một mình.,sushi come gà mì tương đen,tụ tập với bạn bè,không,biết làm việc nhà giống mẹ thì càng tốt,7,9
2652,Nam,Hoa Binh,độc lập tùy lúc hướng ngoài. một người hướng ngoại với bạn bè,ăn được uống được cơm tấm sườn bì chả bánh tráng các loại pepsi,đá cầu xem bóng đá,không,bất kỳ ngành nào cũng được k ồn sau 11h ko ồn ào với phá phách là được,9,10
1670,Nam,Nghe An,thích vui vẻ hướng nội part time .. thường là hướng ngoại với ng quen nhma hướng nội với người lạ đôi lúc hướng nội hướng ngoại nhưng có xu hướng thích ở một mình (hoặc thêm người nhưng được yên tĩnh),mắm chưng bánh . nước coca . mì cay... sữa trái cây hoành thánh các món nhiều gia vị,trang điểm hích võ taekwondo ở nhà một mình pokemon phong thủy,không,ít nói thân thiện quan tâm toi khong có roommate,8,10
2486,Nữ,Binh Phuoc,hướng ngoại. hướng ngoại part time hoà đồng nhưng cũng thích ở một mình dễ thương hoặc có backup),ăn cơm thích đồ tự nấu gà olong cơm,phim hành động  … esport,không,dễ bắt chuyện,9,7
1574,Nam,Ha Giang,người đang học trường fpt thích đi chơi cùng những người bạn thân thiết thích đi lang thang một mình,bánh tráng trộn thức ăn có vị cay mình ăn uống healthy nền chỉ uống nước ép trái cây,đàn hát nhạc cụ công nghệ,không,ko ồn ào với phá phách là được ngành kỹ thuật,9,8
369,Nam,Nghe An,tôi là một người hoạt bát thích kết bạn,fanta uống caffee bánh tàu hủ. các món nướng như cơm sườn,hít thở không khí trong lành ở công viên chơi cờ vua,không,ở sạch có tri thức về y khoa cùng các lĩnh vực xã hội khác,10,7
241,Nam,Lao Cai,ít nói nhưng thích đám đông quyết đoán hướng ngoại với người quen dễ thích ứng,không thích ăn cay lắm bánh cam thích ăn món mì cay cá dồ kho pepsi vị chanh không calo,xem các show giải trí thực tế,không,để cùng nhau nói chuyện biết chia sẻ công việc trong phòng ko thích share phòng người có ý thức,5,9
1353,Nam,Ca Mau,hướng ngoại partime không thích cảm giác 1 mình lắm nhưng đi với nhiều người thì không biết phải nói gì,coca bánh mì thịt xá xíu khoai tây lắc hủ tiếu nam vang paparoti,ko mình thích ngôn ngữ văn học ios đi chơi ngoài trời,không,bạn cùng phòng biết lùa gà hoà đồng lịch sự ngoan ngoãn ko quậy phá,7,8
364,Nam,Quang Nam,thân thiện nói rất nhiều hướng nội trầm tính,khoai lang lắc pepsi vị chanh không calo thịt kho mắm ruốc,bơi lội,không,dễ thương,8,8
2811,Nam,Gia Lai,thẳng tính mình là một người hướng ngoại,nướng bánh bột lọc,tâm lí học online shopping thích môn toán yoga học,không,tiền bạc rõ ràng tinh ý nói nhiều,8,9
2477,Nam,Quang Ninh,không thích nơi đông người thích đi đây đi đó trải nghiệm những thứ mới mẻ nhưng tùy hứng thích ở một mình. thích cứ gái có thể đi ăn ngoài nếu được mời,hầu hết các món con người dùng được udon các loại thức ăn nhanh moutain dew mì nước lọc,tò mò về cách vận hành của xã hội ngủ,không,tự cho mình là đúng.,7,6
2683,Nam,Ca Mau,thẳng tính mình khá dễ hòa đồng nhưng tùy đối tượng ưa mạo hiểm nói nhiều hướng ngoại thích đi đây đó,thích ăn gà bánh bao,coi anime,không,1 người vui tính có ý thức là được có trách nhiệm,6,9
1192,Nam,Ninh Thuan,tùy lúc thích coi phim hương ngoại nhưng khó kết bạn với hơi trầm,nước thảo mộc,đi tập thể dục,không,biết lắng nghe/ tôn trọng lẫn nhau ngăn nắp,7,9
1329,Nam,Thanh Hoa,hương ngoại nhưng khó kết bạn với hơi trầm,đậu hũ cà chua.,đọc manga xem anime xem phim âu action nghe nhạc cũng không biết thích gì,không,cùng ngành chung sở thích nấu ăn ngon,9,3
1846,Nữ,Khanh Hoa,extrovert hướng nội thích không gian yên tĩnh yên tĩnh một người vui vẻ hướng ngoại ít nói thích ở một mình,trà ô long,chơi cầu lông học mình thích đọc tiểu thuyết và truyện tranh thích đọc sách phim truyền hình,không,sẵn sàng quan tâm chia sẻ chăm chỉ hiểu biết thật lòng vui tính.,8,10
2353,Nữ,Ha Giang,nhạy cảm cần nhiều riêng tư,ăn đồ tốt cho sức khỏe,trang điểm tập trung nghiên cứu một vấn đề nào đó,không,rõ ràng tích cực tự cho mình là đúng. vui tính.,7,8
867,Nữ,Dak Nong,lạc quan năng động hòa đồng,sting,thích học bài vệ sinh máy tính các hoạt động xã hội,không,hiền dễ tính... sạch sẽ gọn gàng nhưng không làm phiền người khác hay nhờ vả. có thể nhanh chóng nắm bắt cảm xúc biết chia sẻ công việc trong phòng,6,9
330,Nữ,Binh Duong,tốt bụng,ăn đồ tự nấu cơm cháy kho quẹt thức ăn có vị cay rau snack,thần số học,không,không ồn ào thích bạn cùng phòng dễ thương hiểu biết ngay thẳng không quá kĩ tính,8,5
1414,Nữ,Quang Ngai,không thích sự ồn ào hướng nội thích không gian yên tĩnh người hướng nội cởi mở thẳng tính,đùi gà cà phê sữa... thích ăn bún riêu,đi du lịch tin học được ăn,không,chịu khó dọn dẹp,9,9
448,Nam,Thanh Hoa,vui vẻ hoà đồng vui vẻ... ko thích đi chơi hướng ngoại khi cần thiết,ăn đồ tự nấu coca,đàn hát .. chính trị nhiếp ảnh mình thích hát,không,vui vẻ dễ tính sạch sẽ dễ ăn uống nhưng đừng quá ồn ào. sạch sẽ gọn gàng,10,6
1044,Nam,Binh Phuoc,hướng nội thích ở một mình một người nửa hướng nội,mì thích ăn cá thác lác chiên,phụ kiện công nghệ linux phong thủy,không,người có chính kiến có thể là người hoạt bát giống mình hoặc ít nói nhưng biết lắng nghe. hòa đồng người có tính cách vui vẻ hoạt bạt,7,5
149,Nam,Hai Duong,hướng nọpi thích kết bạn hướng nội thích ở 1 mình thích đi chơi với bạn bè,7up,mình thích xem phim thích khám phá xung quanh,không,ý kiến của mình lên bạn cùng phòng,9,8
1671,Nữ,Tay Ninh, có lúc hướng nội bán hướng nội bán hướng ngoại hoà đồng với mọi người hòa đồng không thích đám đông lắm nhưng dễ hòa nhập,đồ ăn vặt hoặc đồ hàn đồ ăn ngọt trứng fanta vị nho : d,coding đá banh,không,vd : vui vẻ,9,8
2946,Nam,Dong Nai,hướng ngoại. hướng ngoại part time mình ambivert,thích ăn món mì cay,nghe nhạc mình thích hát cầu long. thích khoa học thik chạy bộ,không,thật thà hoà đồng nhưng cần không gian riêng không làm phiền người khác như buổi tối học chung ngành bình thường,9,10
2858,Nữ,Bac Lieu,muốn một mình nhưng sợ cô đơn hướng ngoại part-time,"mì ý mì trộn redbull
không thích cafe gói uống caffee bánh mì thịt xá xíu",thích bơi thik chạy bộ xem youtube ngủ nghỉ ngơi mình thích ngôn ngữ đánh bóng bàn,không,sinh hoạt cú đêm giống mình hihi v.v,7,9
