,Name,Sex,Hometown,Bio_personality,food_drink,hob_inter,smoking,refer_roommate,Cleanliess,Privacy
278,278,Nữ,Tien Giang,thích được đi chơi,có ăn . nhiều lắm nào cũng ăn được chè bưởi thích đồ tự nấu,đi dạo game online,không,ocd càng tốt. không quá tính toán hơn thua đàng hoàng là được hiểu biết đừng nói quá nhiều,5,10
279,279,Nữ,Hoa Binh,thích ở một đám hòa đồng logic ưa mạo hiểm,không quá kén chọn . khoai lang lắc paparoti,bới lội,không,biết lắng nghe ý kiến của mình lên bạn cùng phòng,9,7
280,280,Nam,Binh Duong,tham công tiếc việc lúc này lúc kia dễ thích nghi thích giáo tiếp với nhiều người thích 1 mình,ngũ cốc,shopping .. tỉ tê những câu chuyện đời thường sâu sắc với mọi người xung quanh. chơi,không,respect private space and friendly is good vui tính hòa đồng em thích ở chung với người tôn trọng khoảng cách,9,8
281,281,Nam,Ha Nam,cởi mở là một người 2 hướng,thịt kho tàu các loại thức ăn nhanh,uống cà phê,không,tĩnh lặng giao tiếp khéo léo không quá thô thiển,8,9
282,282,Nam,Bac Lieu,cực đoan ít nói hướng nội khác trầm hướng nội khi không có ai,coca cola… không có cụ thể thích 1 món ăn hay đồ uống nào eat-clean ăn đồ ăn nhanh,ko thích bị ép buộc chụp ảnh tập thể dục ngoài trời chính trị,không,không soi mói v.v lanh lợi,8,8
283,283,Nữ,Ca Mau,quyết đoán hướng nội nữa mùa hướng ngoại vui vẻ hòa đồng hướng ngoài.,mỳ trộn pepsi đốc cơ thanh . nước trái cây espresso,tiếng anh... học ngoại ngứ,không,không quá ồn ào tôn trọng quyền riêng tư của mọi người quan tâm mọi người có ý thức giữ vệ sinh chung sòng phẳng,8,9
284,284,Nam,Vinh Phuc,dễ làm quen với bạn mới nhưng thường quen người hợp tính cách mới nói nhiều.,thích caffee cái gì cũng thích ăn có ăn là được mình thích ăn các loại đồ ngọt, vẽ tranh thích bơi đọc truyện thích ngủ,không,hay ham chơi,7,9
285,285,Nữ,Kien Giang,lười làm việc nhà,mình rất thích đồ ăn vặt nước ngọt miễn là nước ngọt có ga bánh cam bánh ngọt,đánh bóng bàn chạy bộ o buổi tối xem tv series thích hát,không,quan tâm ăn xong nhớ dọn,7,9
286,286,Nữ,Lao Cai,hướng trung (ambivert) lúc thích một mình mình là người hướng nội thích ở 1 mình hoặc có không gian cá nhân cầu toàn,cơm ngon còn bánh bao hơi dở,mình thích đọc tiểu thuyết và truyện tranh đọc tiểu thuyết thể dục linux chơi cờ vua,không,ngăn nắp ngành kỹ thuật nói nhìu hoà đồng vui vẻ chân thật trầm tính học giỏi hoạt bát,7,9
287,287,Nữ,Hau Giang ,thích đi lang thang một mình hướng nội nhưng thích đi chơi hướng nội ít nói thik ở một mình hướng nội part time là một người 2 hướng,mì,thích hát tiếng anh...,không,cá tính,8,8
288,288,Nam,Lam Dong,vui vẻ mình là người hướng nội với người ngoài,hũ tiếu mì cay món nào hợp khẩu vị thì mình ăn các loại bánh ngọt,bói tử vi,không,dễ dãi ham chơi có tính tự giác ko so đo,8,8
289,289,Nữ,Ha Giang,thích ở một đám hòa đồng có lúc hướng nội là người 50% hướng nội,ăn pizza,đi coi phim chơi đàn thích chơi với chó mèo,Có,đồ mình sở hữu là được vì mình cũng như vậy. biết nghĩ cho người khác thích nói chuyện tôn trọng quyền riêng tư của mọi người hướng nội,8,10
290,290,Nam,Quang Tri,sống cống hiến vui vẻ hay giận vu vơ là một người 2 hướng,........; nói chung là mình thích ăn rất nhiều món :3 mì ý bò nướng các loại mì bánh khọt,thích học ngôn ngữ anh lắp ráp,không,tính tình vui tính mình mong muốn được ở cùng một người thích tìm hiểu những điều mới lạ học giỏi (chung ngành càng tốt) tôn trọng quyền riêng tư của mọi người,6,8
291,291,Nam,Ha Giang,dành thời gian cho bản thân nhiều hơn. nhưng vẫn tham gia clb cũng như đi chơi với bạn bè (nhưng ít trầm trầm nhưng lúc cần vẫn vui hết mình hướng nội thích ở 1 mình làm quen nhiều bạn mới,phở có ăn là được fanta vị nho : d ăn đồ tự nấu khoai lang lắc,… nghe nhạc đá banh,không,giữ không gian riêng tư mình chỉ cần người đàng hoàng dễ nói chuyện đánh giá,8,9
292,292,Nữ,Bac Lieu,thích nghệ thuật là người ít nói chuyện ngăn nắp dù hay bày bừa (xong rồi dọn ngay) ồn ào là một ambivert,mì cay món j có topping thì đều thích,đánh cờ vua kĩ thuật,không,tiết kiệm một chút biết quan tâm nhiệt tình vs mn nói nhiều đừng quá bừa bộn,10,8
293,293,Nam,Lam Dong,mê chơi đá gà cởi mở không thích nói nhiều muốn một mình nhưng sợ cô đơn,bánh mỳ mỳ xào sâm bổ lượng nước nha đam e thik ăn các loại bánh mỳ,thích tranh biện vẽ... holywood,không,sạch sẻ sinh hoạt cú đêm giống mình hihi ở sạch,10,7
294,294,Nam,Binh Phuoc,hướng ngoại full time thích 1 mình cần nhiều riêng tư 1 tháng chắc 1-2 lần) để giao lưu thoải mái,bún cá châu đốc bánh plan bún thịt nướng cà phê ăn đồ tự nấu,chơi thể thao,không,,10,6
295,295,Nữ,Binh Phuoc,khác trầm,tôm fanta,hát nói chuyện cùng bạn bè,không,gọn gàng gia han em thích ở chung với người tôn trọng khoảng cách xinh đẹp,7,10
296,296,Nữ,Lam Dong,tự do vui vẻ... hướng nội ít nói thik ở một mình extrovert thẳng tính,chiên salad rau củ coca cola kẹo dẻo,môn nào vui thì môn đó chơi. ví dụ: đá bóng dù trên game hay ngoài đời đều có sự kịch tính,không,người không nói quá nhiều,10,7
297,297,Nữ,Ha Giang,là 1 người ít nói hướng nội mình là một người hướng ngoại người hay thay đổi hướng ngoại tùy hoàn cảnh ; không thích nơi quá ồn ào ; không thích người nói nhiều ; không thích nói đùa ; nhớ dai nhưng cũng dễ bỏ qua ; không thích chia sẻ tâm sự ; không thích bị quản lý ; hơi vô tâm ; dễ xúc động ; cái tôi cao ; có tham vọng ; hoàn toàn tự hào khi làm tốt 1 công việc được giao,cút lộn rang me cứ đồ ăn là thích hủ tiếu …. trà đào…,xem mv ca nhạc thiên văn học truyện cầu long. xem phim nghe nhạc,không,tâm lý =))) trách nhiệm,7,9
298,298,Nam,Dong Thap,thích tìm hiểu những điều bí ẩn thích mọi thứ có trật tự thích yên tĩnh,bánh mì quả bún thịt nướng hoặc các loại nước có gas nước rau má,cầu lông tiền thư giãn,không,dễ chung sống thích nói chuyện,7,9
299,299,Nữ,Hung Yen,là một người khiêm nhường thích tận hưởng không gian 1 mình thích đi chơi cùng những người bạn thân thiết cũng hơi hướng ngoại hướng nội khi không có ai,thích đồ tự nấu,mình thích ngôn ngữ đá bóng,không,sạch sẽ lanh lợi,10,9
300,300,Nam,Dong Thap,dễ tiếp xúc thích ở một mình. ghét sự cô đơn,thức ăn có vị cay cơm bánh khọt cheese fries,tham gia hoạt động ngoại khoá thích động vật thiết kế,Có,thống minh mình thích người cùng phòng vui tính,7,8
301,301,Nữ,Vinh Long,nhưng không phải e sợ đám đông cống hiến hết mình thích nơi đông người,không rõ,tâm lý học vẽ...,không,người vui tính đáng tin cậy sẻ chia,7,8
302,302,Nam,Quang Ngai,"hoà đồng với mng nửa hướng ngoại người thân mình là ambivert
có tính cách khá là khùng khùng điên điên nhưng cũng hay nhiều tâm sự đôi khi ko thích chia sẻ nhiều lắm",kem,em thích chơi nhạc cụ,Có,vui vẻ hoà đồn thân thiện tôn trọng lẫn nhau,10,5
303,303,Nam,Dong Nai,thân thiện vui nhộn hướng nội part time hơi ngại giao tiếp nhưng sẵn sàng học hỏi,thích ăn trứng vịt lộn trứng ốp la vị đậm đà😋 phở); thức uống: nước có ga,nghe nhạc đi đây đi đó với bạn bè( một mình),không,ko thích share phòng tự giác không ồn ào biết nghĩ cho người khác. người không nói quá nhiều,8,8
304,304,Nữ,Quang Ngai,extrovert,trà mì nước lọc c2,...) chơi cờ vua mình thích xem phim viết lách,không,tính tình vui tính ngăn nắp. biết tuân thủ lợi ích chung. người kiên định không ba phải hùa theo đám đồng biết giúp đỡ,10,7
305,305,Nam,Thanh Hoa,thích coi phim không thích ồn ào,phô mai kéo sợi xúc xích đồ hàn đồ cay hàn quốc mỳ trộn fastfood,sự logic mac os holywood nghiên cứu về tài chính,không,ham chơi,9,5
306,306,Nữ,Phu Yen,hướng ngoại thích giao tiếp vui vẻ hoà đồng hướng nội trầm tính,sâm bổ lượng thịt kho mắm ruốc ăn đồ ngọt uống nước ngọt các món ăn có nước cơm,hội hoạ thích đọc truyện,không,hòa đồng,9,9
307,307,Nữ,Son La,ở giữa hướng nội thích tụ tập bạn bè thân thiết ở nhà,eatclean,online shopping ráp pc ngủ,không,biết làm việc nhà giống mẹ thì càng tốt vui vẻ hoà đồng nhưng tôn trọng không gian cá nhân của nhau thân thiện,8,9
308,308,Nữ,Dong Thap,hướng lung tung yên tĩnh thích tìm hiểu những điều bí ẩn,bimbim thích ăn những món ăn không quá đậm vị,mac os,không,sạch sẻ học chung ngành hiền lành bất kỳ ngành nào cũng được,7,7
309,309,Nam,Ca Mau,mình là người hướng nội thích ở 1 mình hoặc có không gian cá nhân dễ chịu mình khá dễ hòa đồng nhưng tùy đối tượng hướng ngoại nhung thích ở một mình,thịt kho tàu chè bưởi bim bim nước trái cây,toán học,không,dễ tính không nóng tính có thói quen dọn dẹp ăn ở sạch sẽ,9,9
310,310,Nữ,Ha Giang,thích đi chơi đây đó nhưng cũng hơi trầm tính khi ở với người lạ hòa đồng không thích đám đông lắm nhưng dễ hòa nhập một người ít nói hướng nội chia sẽ,trà chanh các món về tôm,diy.. coi anime hát tắm (2l/ngày),không,biết giữ gìn hoà khí chung quan tâm bạn bè ko so đo trưởng thành,7,8
311,311,Nữ,Bac Lieu,lười làm việc nhà lowkey một người vui vẻ huong noi hướng nội,thích hamburger đi ăn với bạn nước trái cây,android lắp ráp,không,vui vẻ hoà đồng nhưng tôn trọng không gian cá nhân của nhau,7,7
312,312,Nam,Ca Mau,thích vui nói nhiều thích đám đông người suy nghĩ nhiều ít bạn,đồ ăn hàn. đồ uống healthy bún mắm thì cái gì mình cũng ghiền nhưng điều kiện là phải nấu ngon không quá kén chọn,thích đọc choi game đi phượt thiện nguyện nghiên cứu về tài chính,không,tư vấn lẫn nhau hiểu biết sòng phẳng,8,10
313,313,Nam,Ha Giang,hướng nội 35%,bánh ngọt thức ăn chill bò nướng,yoga đá cầu chơi cầu lông sự logic pha chế,không,tôn trọng không gian chung,5,8
314,314,Nữ,Vung Tau,xàm thích mọi thứ có trật tự sáng nắng chiều mưa cực đoan,mì udon,đếm tiền,không,quan tâm mọi người dẫn tiếp xúc sạch sẽ ngăn nắp,7,10
315,315,Nữ,Hung Yen,chung chung thoải mái khi gia nhập dễ thương mình là một người hướng nội,7up,cầu lông ở nhà một mình thích học bài phim,không,1 người vui tính có thói quen dọn dẹp ăn ở sạch sẽ thật sự như mình nói trên,10,8
316,316,Nam,Dien Bien,ở giữa hướng nội dễ ngại hướng nội ít nói nhưng hoà đồng thân thiện có quy tắc riêng hướng ngoại full time,bánh kẹp thịt bánh tráng bún đậu trà sữa cút lộn rang me fastfood,tỉ tê những câu chuyện đời thường sâu sắc với mọi người xung quanh. lắp ráp ngủ,không,tôn trọng mình sẻ chia tiền bạc rạch ròi người ngay thẳng thích công nghệ,9,9
317,317,Nam,Binh Thuan,"mình là ambivert
có tính cách khá là khùng khùng điên điên nhưng cũng hay nhiều tâm sự",kem ốc quế... chỉ cần không cay là được trà đào… thích đồ chiên spaghetti,thiết kế decor phòng tám chuyện tin khoa học,không,không nói xấu sau lưng để cùng nhau nói chuyện gọn gàng.,5,10
318,318,Nữ,Lam Dong,vui tính đôi khi hướng ngoại,trà không quá kén chọn trà sữa bánh bò đồ ăn ngọt,nghe nhạc,không,thật sự như mình nói trên,7,8
319,319,Nữ,Nam Dinh ,ngại bộc lộ tâm tư tình cảm cá nhân với người khác. chia sẽ là một người nhiệt tình,bánh gạo bánh,kinh quẻ,không,vì mình khá kỹ tính nên mong tìm đc người bạn cùng phòng gọn gàng ý thức o câu chuyện hay tình huống. là người có thể đưa ra lời khuyên nhưng không quá lố ăn xong nhớ dọn biết chia sẻ,8,8
320,320,Nữ,Phu Yen,thích tự lập em thích ở tập thể nhưng có không gian riêng. em hướng nội hướng ngoại part time có lúc hướng nội hướng nội trầm tính hoà đồng với mọi người,uống caffee thích ăn vặt e thik ăn các loại bánh mỳ bánh khọt,call điện thoại xem youtube ngủ nghỉ ngơi thích học bài xem bóng đá viết lách,không,giữ vệ sinh người vui tính lắng nghe ăn xong nhớ dọn,8,8
321,321,Nữ,Vung Tau,chỉ thích ngủ một mình là người hướng nội,sữa của các hạt đậu,chạy xe mình thích đọc tiểu thuyết và truyện tranh pha chế đi phượt,không,vd : vui vẻ giỏi năng động toi khong có roommate không có ạ,10,9
322,322,Nam,Ha Giang,hơi hướng nội hướng nội thích ở 1 mình khó bắt chuyện với người lạ thoải mái khi gia nhập thích đi chơi với bạn bè,bún cá bún mắm đồ ăn ngọt bánh kẹp thịt bò với sữa,chạy xe,không,giỏi sòng phẳng,7,5
323,323,Nữ,Kien Giang,thích đi lang thang một mình hay giận vu vơ hoặc có backup),mỳ trộn nước c2 chanh cafe bánh căn trừ đồ quá ngọt quá mặn thì cái gì cũng có thể ăn,vận động thể lực (nhẹ) thích những gì cần tư duy logic,không,người không nói quá nhiều o cuộc sống của nhau. không phán xét tích cực với cuộc sống,7,8
324,324,Nữ,Nghe An,hướng nội thích không gian yên tĩnh là người 50% hướng nội hướng lung tung,bim bim nước dừa gà nước thảo mộc các loại mì,nghe nhạc mọi lúc mọi nơi ; đọc tiểu thuyết ; thiết kế hình ảnh logo banner poster mua sắm,không,biết chia sẻ công việc yên tĩnh thích nói thật ...,10,10
325,325,Nữ,Long An,là một người nội trung lập mình là một người thích vẽ năng động là người thích ở một mình,bạc sỉu bún thịt nướng,xem phim nghe nhạc thế giới thể dục,không,vui vẻ hoà đồn thân thiện tôn trọng lẫn nhau dễ dãi vui vẻ nhiệt tình nhưng không làm phiền người khác hay nhờ vả. có thể nhanh chóng nắm bắt cảm xúc người hoà đồng,7,8
326,326,Nam,Tay Ninh,hiền hoà thích ở một mình- lúc thích nói chuyện nhiều người thích sống ở trọ,đặc biệt là mì cay,chụp ảnh xem tin tức công nghệ hích võ taekwondo tập thể dục,không,k ồn sau 11h chia sẽ đánh giá áp đặt sở thích tự giác,8,10
327,327,Nam,Binh Phuoc,hướng nội thích ở một mình nội tâm,spaghetti lẩu gà thích ăn đồ ăn của mẹ với cậu nấu. thích nhất là canh khổ qua cá tra nhúng giấm các món ăn có nước,toán học video game,không,bình đẳng chung ngành sạch sẽ chăm chỉ làm việc nhà không quá kĩ tính,9,9
328,328,Nữ,Ha Giang,sống tình cảm vs chăm chỉ nhưng e hơi chậm so vs bạn bè cùng tuổi về sự linh hoạt hướng nọpi kiểu người thích gọn gàng,no bún chả nướng thích bánh sandwich nướng khô các loại,thích hát,Có,hiểu biết,10,7
329,329,Nam,Long An,ngại bộc lộ tâm tư tình cảm cá nhân với người khác.,mì quảng,thích đi du lịch thích học bài thích đá bóng vẽ môn nào vui thì môn đó chơi. ví dụ: đá bóng dù trên game hay ngoài đời đều có sự kịch tính,không,có giúp đỡ đừng ở dơ gọn ràng sạch sẽ năng động vui tính thân thiện,10,9
330,330,Nam,Dak Nong,kiểu người là 1 người ít nói hướng nội hoà đồng thoải mái khi gia nhập,mình ăn uống healthy nền chỉ uống nước ép trái cây cơm người yêu nấu cũm được cá kho thịt kho mắm ruốc,chơi nhạc vận động thể lực (nhẹ),không,người hoà đồng đi chơi bên ngoài. sống thoáng chăm chỉ làm việc nhà,10,8
331,331,Nam,Thanh Hoa,thích sống ở trọ hay giận vu vơ lười làm việc nhà,bún nước lèo trà sữa double trân châu e thik các loại nước ngọt không có gas vd như nước yến,đạp xe nghe nhạc sự logic,không,vui vẻ hoà đồng vô duyên,7,9
332,332,Nam,Binh Phuoc,người hay thay đổi ghét sự cô đơn,cơm gà sting,võ môn nào vui thì môn đó chơi. ví dụ: đá bóng dù trên game hay ngoài đời đều có sự kịch tính đánh bóng bàn bóng đá,không,có thói quen dọn dẹp ăn ở sạch sẽ vui tính thân thiện có tri thức về y khoa cùng các lĩnh vực xã hội khác thông cảm,9,9
333,333,Nam,Hoa Binh,hướng ngoại partime khó bắt chuyện với người lạ,nước dưa hấu ép kẹo trà đào thạch sữa,decor phòng travelling vận động thể lực (nhẹ) đi du lịch đọc truyện tranh,không,cùng ngành chùi dọn phòng dùng đồ của ng khác thì phải biết mượn đồ mình sở hữu là được vì mình cũng như vậy.,9,8
334,334,Nữ,Binh Phuoc,tình cảm lười làm việc nhà,chanh muối gà phô mai cơm nhà ỏi sữa tươi trân châu đường đen,chính trị yoga vẽ...,không,hoà đồng biết nghĩ cho người khác điềm tĩnh người hiểu chuyện có tính tự giác,8,8
335,335,Nam,Thanh Hoa,mình không hẳn ít nói nhưng cũng ngại nói chuyện với người khác mình khá ít nói cũng như là hướng nội dễ bị lung lay bởi cảm xúc người thân thích giao lưu,hũ tiếu xôi các món về tôm,học nghe nhạc mọi lúc mọi nơi ; đọc tiểu thuyết ; thiết kế hình ảnh logo banner poster xem các show giải trí thực tế thích ngủ các hoạt động xã hội,không,tinh tế mình thích ở 1 mình thôi 😶,8,9
336,336,Nữ,Lao Cai,đôi lúc hướng nội thích không gian riêng thoải mái khi gia nhập,sữa tươi trân châu đường đen nước dừa các loại thịt nướng mình rất thích đồ ăn vặt nước ép.,đàn đi xe đạp đồ ăn ngọt,không,ngăn nắp là được dễ dãi,9,8
337,337,Nữ,Binh Phuoc,là một người khá là trầm tư vui tính thích đi các hoạt động xã hội,thích hamburger mì cay,thích đồ ăn nhạt đọc sách call điện thoại vận động thể lực (nhẹ) xem phim,không,người vui tính không cùng cũng không sao tâm lý chung ngành sạch sẽ,8,9
338,338,Nữ,Ha Giang,50% hướng ngoài lúc hướng ngoại thoải mái thích giao tiếp,trái cây,học ngoại ngữ các hoạt động phải chạy bóng chuyền,không,vô duyên giỏi dễ nói chuyện cá tính,5,7
339,339,Nữ,Dien Bien,chung chung dễ bị lung lay bởi cảm xúc thích mọi thứ có trật tự tự do,. bún bánh bao mì nước lọc,mình thích chạy bộ,không,không tự tiện,8,8
340,340,Nam,Tien Giang,sống lowkey hướng ngoại nhưng có xu hướng thích ở một mình (hoặc thêm người nhưng được yên tĩnh) nhát bắt chuyện với người lạ hướng ngoại thích giao tiếp vui vẻ hoà đồng,bimbim snack bánh mì kẹp các loại,truyện ăn uống,không,trưởng thành sạch gọn dễ ăn uống thích 1 mình,8,8
341,341,Nam,Thanh Hoa,người hướng nội cởi mở hướng nội 35% thiên về cảm xúc nhiều hơn lí trí ghét sự cô đơn,mì xào gà jollibee snack khoai tây ăn được uống được,thích đi chơi với bạn bè đồ ăn ngọt,Có,tâm lý =))) tôn trọng không gian riêng tư biết giúp đỡ,8,7
342,342,Nam,Tay Ninh,tự do là người ít nói,kẹo dẻo ăn được uống được phở bò đồ ăn chay,xem phim ngôn tình thích đọc sách xem tin tức công nghệ cầu long.,không,biết tôn trọng ngăn nắp là được tĩnh lặng người có tính cách vui vẻ giao tiếp khéo léo không quá thô thiển,6,10
343,343,Nam,Thai Binh,nhát bắt chuyện với người lạ không thích nơi đông người đúng ik chang mô tả mẫu :))) hoà đồng,sữa trái cây chỉ cần không cay là được các loại thức ăn nhanh bánh ướt các loại đồ ngọt như chè,coi phim anime đi tập thể dục chơi thể thao đi chơi ngoài trời nghe nhạc xem phim đi lượn đường,Có,không tự tiện chịu đi chơi với tôi khong co hòa đồng,7,7
344,344,Nam,Hoa Binh,thích nơi đông người thích ở một đám một người ít nói hướng nội là một người hướng ngoại nói nhiều, nui xào bánh bông lan dâu,xem phim ngôn tình thích chơi game toán,không,là người vui tính vui vẻ hòa đồng có chung sở thích hào phóng,5,8
345,345,Nam,Ha Giang,lười giao tiếp... mình là người hướng nội thích ở 1 mình hoặc có không gian cá nhân một người ít nói hướng nội lúc này lúc kia chia sẽ,mi tom khoai tây thích đồ ăn có trứng muối chỉ cần không cay là được ăn haidilao,esport dark fantasy manga,không,ko ồn ào với phá phách là được tôn trọng quyền riêng tư của mọi người đừng ham chơi 🤡 vì mình sẽ chơi cùng thật sự như mình nói trên,8,5
346,346,Nữ,Lam Dong,dành thời gian cho bản thân nhiều hơn. nhưng vẫn tham gia clb cũng như đi chơi với bạn bè (nhưng ít,buger hột vịt lộn rang me các thế loại mì,đi chơi stress thì mình đâm đầu vô luôn môn nào vui thì môn đó chơi. ví dụ: đá bóng dù trên game hay ngoài đời đều có sự kịch tính mình thích ngôn ngữ esport,không,chăm chỉ,7,5
347,347,Nữ,Vinh Phuc,có thể mời người ta đi ăn nếu vui người hướng nội huong noi hòa đồnh,bim bim,đánh cờ vua trò chơi điện tử đàn hát,không,vd : vui vẻ vui vẻ chân thật,6,9
348,348,Nam,Ninh Thuan,ghét phiền phức ồn ào dễ bị lung lay bởi cảm xúc,đồ ngọt 0 độ bún cá châu đốc socola đá xay đậu hũ cà chua.,ăn uống,không,có thể là người học mỹ thuật hay kinh tế,9,9
349,349,Nữ,Tien Giang,là người hướng ngoại ít nói thích ở một mình hướng nội nói nhiều hòa đồnh,những món có vị chua cũng không biết nữa 😂,ăn chụp ảnh,không,người sống có quy củ dễ dãi người ít nói ăn mặc ổn có đạo đức,9,8
350,350,Nữ,Long An,là một người 2 hướng lúc hướng ngoại,mì quảng socola đá xay buger bánh kẹp thịt khoai tây lắc,thích hút thuốc xem phim nghe nhạc esport làm mô hình,không,mong muốn có một người bạn có cùng sở thích khám phá giống mình học giỏi 1 chút (nhưng không tự cao,10,8
351,351,Nam,Quang Ngai,hoà đồng với mng cá tính mạnh nói nhiều với người quen mình khá ít nói cũng như là hướng nội e là một người khá tự ti,drink: (ưu tiên) nước lọc nước trà hoành thánh mỳ trộn đồ ăn chay,"xem phim tấu hài thư giãn đi mua sắm

không thích: chạy bộ",không,thân thiện mình mong muốn được ở cùng một người thích tìm hiểu những điều mới lạ biết tôn trọng vui tính hòa đồng chủ động,10,7
352,352,Nam,Ca Mau,hướng ngoài.,ăn vặt thích trà sữa… kẹo dẻo mỳ xào,ko thích bị ép buộc o buổi sáng đông y,không,chủ động im lặng ngăn nắp. biết tuân thủ lợi ích chung.,5,8
353,353,Nữ,Bac Lieu,dễ thích ứng ít nói nhưng hay chia sẻ với mn thích vui vẻ là người 50% hướng nội là 1 người ít nói hướng nội,eat-clean,khoa học coi phim hoạt hình thể dục thiện nguyện,không,vì mình khá kỹ tính nên mong tìm đc người bạn cùng phòng gọn gàng người vui vẻ,5,9
354,354,Nam,Thai Binh,là một người khiêm nhường ưa mạo hiểm mình là một người hướng nội thích làm việc,lẩu cá đuối,tìm hiểu về văn hóa các nơi võ video game game xem phim đặc biệt là thích nhạc của sơn tùng m-tp,không,cẩn thận,9,8
355,355,Nữ,Ha Giang,lúc này lúc kia,. thích đồ ngọt bánh,badminton game,không,cùng nhau đi chill,8,9
356,356,Nam,Hung Yen,thích một mình thích vui vẻ,trà ô long kfc pepsi,nhiếp ảnh,không,cái tôi lớn) có thể nói nhiều một chút,10,8
357,357,Nữ,Thanh Hoa,thích đi chơi ở ngoài với bạn bè là một người thiếu ngủ bán hướng nội ambivert,trà đào… có ăn . nhiều lắm nào cũng ăn được,call điện thoại,không,miễn bạn cùng phòng biết nói chuyện là được :) biết nấu ăn biết nhậu điểm khác biệt giữ 2 đứa. không quá xen,10,9
358,358,Nữ,Gia Lai,không thích giao tiếp với người lạ dễ làm quen với bạn mới nhưng thường quen người hợp tính cách mới nói nhiều. indoor type có trách nhiệm bán hướng nội bán hướng ngoại,cháo gà nước ngọt,văn học e thik chơi cầu lông học công nghệ,không,trật tự không nói xấu sau lưng cùng ngành không quá kĩ tính,8,9
359,359,Nữ,Ha Giang,một người hướng nội thích sự im lặng thích đi chơi đây đó nhưng cũng hơi trầm tính khi ở với người lạ em thích ở tập thể nhưng có không gian riêng. em hướng nội hướng ngoại part time ở một mình logic,các loại thức ăn nhanh vị đậm đà😋 ăn đồ ngon, đu otp nấu ăn,không,có giúp đỡ người không nói quá nhiều hào phóng không quá ồn ào có chừng mực - vui vẻ,10,9
360,360,Nữ,Hung Yen,mình không hẳn ít nói nhưng cũng ngại nói chuyện với người khác linh hoạt mình khá ít nói cũng như là hướng nội người hướng ngoại thích sạch sẽ,kẹo dẻo sữa đậu nành,thích coi phim đánh bóng bàn,không,có qua có lại ngành kỹ thuật tích cực thống minh,8,5
361,361,Nữ,Hung Yen,náo động vùng trời :) hướng nội part time hướng nội - ngoại,cơm gà nước cam đồ ăn nhanh,làm gốm vẽ dân chơi hệ điều hành (windows ở nhà một mình đông y,không,ngành công nghệ thông tin tích cực,9,8
362,362,Nam,Bac Lieu,hương ngoại nhưng khó kết bạn với hơi trầm vui vẻ...,ăn cơm đặc biệt là chè cá,anh văn gym thích coi phim thể hình đồ ăn ngọt,không,trung thực nề nếp,6,7
363,363,Nữ,Ha Giang,sợ xã hội ở nhà hướng nội ra đường hướng ngoại 🙄,nước lọc,học ngoại ngứ ...),không,sạch gọn vui vẻ hoà đồn thân thiện tôn trọng lẫn nhau không thảo mai,9,6
364,364,Nam,Bac Lieu,cũng có lúc hướng nội có lúc hướng ngoại,mỳ xào đồ ăn hàn quốc các món nhiều gia vị,"thích:
1. thiên nhiên cây cỏ
2. bóng bàn thích hút thuốc nhảy dây",không,thằng bạn thích hút thuốc,7,8
365,365,Nam,Soc Trang,dễ hòa nhập hoà đồng,mì nước lọc mì gói bánh canh uống caffee thích ăn cay,kiếm tiền các hoạt động phải chạy,không,thật lòng o cuộc sống của nhau. không phán xét,10,10
366,366,Nữ,Binh Duong,hiếm khi thấy vui hướng nội,nước ép thơm gà lẩy thái,phim truyền hình ngắm bầu trời trò chơi điện tử tám chuyện đánh bóng bàn,không,"nói ít 
<3 người kiên định không ba phải hùa theo đám đồng cùng nhau đi chill ko so đo",5,9
367,367,Nữ,Hung Yen,là một ambivert tùy lúc đôi khi hướng ngoại nói nhiều hướng ngoại thích đi đây đó vui vẻ,bánh canh thích uống trà sữa ạ :v cheese fries nước nha đam,online shopping mình rất thích nghệ thuật,không,có cùng sở thích là một điểm cộng ngành kỹ thuật năng động vui tính thân thiện nấu ăn ngon sống thoáng,8,8
368,368,Nam,Hung Yen,mình khá dễ hòa đồng nhưng tùy đối tượng ở giữa hướng nội hướng nọpi năng động là người hướng lung tung,bánh bèo thích ăn vặt nước trà (như c2 ăn được uống được,thích đi karaoke,không,vui,8,8
369,369,Nữ,Ninh Thuan,cũng hơi hướng ngoại cũng có lúc hướng nội có lúc hướng ngoại khá hòa đồng dễ bắt chuyện trải nghiệm dành thời gian cho bản thân nhiều hơn. nhưng vẫn tham gia clb cũng như đi chơi với bạn bè (nhưng ít,thích ăn vặt hoặc các loại nước có gas,bóng rổ nhạc cụ chơi đàn piano thường thức tác phẩm nghệ thuật,không,biết nghĩ cho người khác biết tôn trọng ngành gì cũng được (khác ngành thì dễ nhờ hơn :>) không ồn ào để cùng nhau nói chuyện,9,5
370,370,Nữ,Tien Giang,hướng nội thích ở 1 mình thích không gian riêng,bánh tép ăn đồ tự nấu mình ăn uống healthy nền chỉ uống nước ép trái cây thích ăn,"thể hình thể dục đi mua sắm

không thích: chạy bộ bới lội nằm dài nghe nhạc",không,thẳng tính em thích ở chung với người tôn trọng khoảng cách,8,8
371,371,Nữ,Kon Tum,hoà đồng nhưng cũng thích ở một mình khác trầm thích đi chơi cùng những người bạn thân thiết,rau bò né,đi tập thể dục đánh cầu lông chơi đàn piano các chương trình giải trí,không,biết quan tâm người vui tính hòa,8,9
